id,energy_above_hull,crystal_system,point_group
mp-10,0.112397205,Cubic,m-3m
mp-100,0.17615482,Cubic,m-3m
mp-10010,0,Cubic,m-3m
mp-10000,0,Hexagonal,6/mmm
mp-1001,0,Cubic,m-3m
mp-1,0.038769612,Monoclinic,2/m
mp-10008,0.223534511,Orthorhombic,mmm
mp-10015,0.074911241,Cubic,m-3m
mp-10006,0.098956027,Trigonal,-3m
mp-1001581,0.00240734,Cubic,-43m
mp-1000,0,Orthorhombic,mm2
mp-1001117,0.19562223,Tetragonal,4/mmm
mp-10013,0.278380888,Trigonal,3m
mp-1001023,0.9623757,Trigonal,-3m
mp-10009,0,Tetragonal,-42m
mp-1001113,0.489823953,Cubic,m-3m
mp-10014,0.000242543,Hexagonal,6/mmm
mp-1001571,0.052147252,Cubic,m-3m
mp-1001603,0,Hexagonal,6/mmm
mp-1001604,0,Trigonal,-3m
mp-1001605,0.174182405,Tetragonal,4/mmm
mp-1001827,1.219778965,Orthorhombic,mm2
mp-1001612,0,Trigonal,-3m
mp-1001606,0,Orthorhombic,mmm
mp-1001611,0,Orthorhombic,mmm
mp-1001615,0,Trigonal,-3m
mp-1001613,0,Trigonal,3m
mp-1001784,0.01777461,Trigonal,-3m
mp-1001787,0,Cubic,-43m
mp-1001786,0,Orthorhombic,mm2
mp-1001614,0,Cubic,m-3m
mp-1001783,0.059373865,Trigonal,-3m
mp-1001780,0,Trigonal,-3m
mp-1001788,0.402275356,Orthorhombic,mm2
mp-1001789,0.530975065,Cubic,m-3m
mp-1001825,0.166958201,Hexagonal,6/mmm
mp-1001790,0.239032397,Orthorhombic,mm2
mp-1001785,0.674293575,Cubic,m-3m
mp-1001824,1.42356099,Cubic,-43m
mp-1001826,0.325252255,Monoclinic,2/m
mp-1001828,0.557960241,Hexagonal,-6m2
mp-1001831,0.386053588,Cubic,-43m
mp-1001913,0.269877545,Cubic,m-3m
mp-1001835,0,Cubic,-43m
mp-1001914,0.179693858,Cubic,m-3m
mp-1001917,0.481811145,Cubic,m-3m
mp-1001833,0.025940062,Cubic,m-3m
mp-1002104,0,Hexagonal,-6m2
mp-1002106,0.060316682,Tetragonal,-42m
mp-1001918,1.339074055,Tetragonal,4/mmm
mp-1001836,0,Tetragonal,4/mmm
mp-1001834,0.991350135,Cubic,m-3m
mp-1001916,0.27269067,Orthorhombic,mmm
mp-1001837,0.894262315,Cubic,-43m
mp-1001843,0.54736642,Cubic,m-3m
mp-1001844,0.93819896,Orthorhombic,mmm
mp-10020,0.30813882,Cubic,m-3m
mp-1002063,0.065250357,Cubic,m-3m
mp-1001925,0.705421988,Cubic,-43m
mp-1002083,0.06226113,Cubic,m-3m
mp-1002080,0.275410089,Tetragonal,4/mmm
mp-1002081,0.074571215,Tetragonal,4/mmm
mp-10021,0.017210638,Cubic,m-3m
mp-1002105,0.678368605,Cubic,m-3m
mp-1002069,0.093636729,Tetragonal,4/mmm
mp-1002107,0,Orthorhombic,mmm
mp-1002114,0.018185038,Cubic,-43m
mp-1002115,0,Cubic,m-3m
mp-1002117,0.764661493,Cubic,-43m
mp-1002164,0.437430933,Cubic,m-3m
mp-1002182,0.545003638,Cubic,m-3m
mp-1002197,0.73248935,Cubic,m-3m
mp-1002187,0.377361387,Cubic,-43m
mp-1002109,0.098218534,Cubic,-43m
mp-1002122,0.04242819,Cubic,m-3m
mp-1002219,0.071025235,Cubic,m-3m
mp-1002136,0,Orthorhombic,mmm
mp-1002133,0,Cubic,m-3m
mp-1002181,0.094718668,Cubic,-43m
mp-1002124,0.641422025,Orthorhombic,mmm
mp-1002165,1.270848888,Orthorhombic,mmm
mp-1002123,0,Cubic,m-3m
mp-1002183,0.520840177,Trigonal,-3m
mp-1002184,1.105684667,Cubic,m-3m
mp-1002222,0.971186536,Cubic,m-3m
mp-1002188,0.102731367,Hexagonal,-6m2
mp-1002223,0.540332115,Hexagonal,-6m2
mp-1002209,0.450041322,Cubic,m-3m
mp-1002207,1.133215737,Cubic,-43m
mp-1002210,0.33348016,Cubic,m-3m
mp-1002226,0.490369645,Cubic,m-3m
mp-1002206,0.742744806,Cubic,m-3m
mp-1002220,0.34696571,Cubic,m-3m
mp-1002221,0.190553973,Cubic,m-3m
mp-1002224,0.553665695,Cubic,m-3m
mp-1002227,0.741350928,Cubic,m-3m
mp-10027,0.264816064,Orthorhombic,mmm
mp-1002228,2.008033985,Triclinic,-1
mp-1002569,0.165993454,Cubic,m-3m
mp-10024,0.228250405,Cubic,m-3m
mp-1002229,0.956744155,Cubic,m-3m
mp-10039,0.054898473,Cubic,m-3m
mp-1002571,0.005136301,Cubic,m-3m
mp-10023,0.133509435,Cubic,m-3m
mp-10040,0.765460684,Cubic,m-3m
mp-10026,0,Cubic,m-3m
mp-10036,0,Hexagonal,-6m2
mp-1002573,0.012777187,Triclinic,-1
mp-10030,0.648486402,Monoclinic,2/m
mp-10033,0,Monoclinic,1
mp-1003311,0.039349899,Hexagonal,6/mmm
mp-10037,0.020976696,Hexagonal,6/mmm
mp-1003314,0,Triclinic,-1
mp-10038,1.876636068,Hexagonal,6/mmm
mp-10032,0,Cubic,m-3m
mp-1004,0.21957035,Hexagonal,6mm
mp-1004526,0.431209812,Monoclinic,2
mp-10049,0,Cubic,m-3m
mp-10051,0.090813456,Tetragonal,4/mmm
mp-10054,0.066574814,Cubic,m-3m
mp-10041,1.786531184,Orthorhombic,mmm
mp-1004377,0.535673608,Hexagonal,6/mmm
mp-10044,0.080389767,Cubic,m-3m
mp-10046,0,Orthorhombic,mmm
mp-1004530,0.063858339,Cubic,m-3m
mp-1004524,0.660897257,Cubic,m-3m
mp-1005760,0.973042783,Cubic,-43m
mp-1005761,0.002707906,Hexagonal,6/mmm
mp-1005752,0.010173131,Cubic,m-3m
mp-10048,0.423498395,Cubic,m-3m
mp-10059,0.011627773,Hexagonal,6/mmm
mp-1005,0,Cubic,m-3m
mp-10060,0.110760156,Cubic,m-3m
mp-1006059,0,Cubic,m-3m
mp-1006057,0.00381781,Hexagonal,-6m2
mp-10052,0.013955765,Hexagonal,6/mmm
mp-10055,0.011681004,Hexagonal,6/mmm
mp-1005693,0,Hexagonal,6/mmm
mp-1006146,0,Cubic,m-3m
mp-1006246,0.077930783,Cubic,m-3m
mp-1005762,0.196954472,Hexagonal,6/mmm
mp-1006150,0.622979217,Hexagonal,6/mmm
mp-1005895,0.018995453,Hexagonal,6/mmm
mp-10058,0,Tetragonal,-42m
mp-1006330,0.212658964,Cubic,m-3m
mp-1006323,0.053122516,Hexagonal,6/mmm
mp-10064,1.272290047,Cubic,m-3m
mp-1006068,0.023194682,Hexagonal,6/mmm
mp-10061,0.111853774,Trigonal,-3m
mp-1006878,0.120014877,Hexagonal,6/mmm
mp-1006815,0.77174131,Cubic,m-3m
mp-1006112,0.661498431,Orthorhombic,mmm
mp-1006132,0.009079596,Cubic,-43m
mp-1006882,2.10763675,Cubic,m-3m
mp-1006880,0.821303085,Cubic,-43m
mp-1006256,0.001448843,Cubic,m-3m
mp-1006283,0.14308668,Hexagonal,-6
mp-10063,0,Trigonal,-3m
mp-1006351,0.07523221,Cubic,m-3m
mp-1006399,0,Cubic,m-3m
mp-10068,0,Hexagonal,6/mmm
mp-1006888,0,Cubic,m-3m
mp-1007636,0,Hexagonal,6/mmm
mp-1007652,0.006274058,Trigonal,-3m
mp-1006883,0.169577692,Orthorhombic,mmm
mp-1007656,0.014122499,Tetragonal,4/mmm
mp-10074,0.005651643,Tetragonal,4/mmm
mp-1007663,0,Trigonal,-3m
mp-1006884,0.291089891,Hexagonal,6mm
mp-1007665,0,Trigonal,-3m
mp-1007666,0,Cubic,m-3m
mp-1006887,1.989165925,Cubic,m-3m
mp-1006886,0.37212506,Trigonal,-3m
mp-1006885,0,Orthorhombic,mmm
mp-1007690,0.102840849,Trigonal,-3m
mp-1007692,0,Tetragonal,-42m
mp-1006891,0,Cubic,m-3m
mp-1007,0,Orthorhombic,mmm
mp-1007657,0.187856798,Hexagonal,6mm
mp-1007660,0.35818727,Cubic,m-3m
mp-1007637,0.05538471,Cubic,m-3m
mp-1007755,0,Tetragonal,4/mmm
mp-1007758,0,Cubic,m-3m
mp-1007661,0.016864455,Tetragonal,4/mmm
mp-1007760,0.021746893,Trigonal,-3m
mp-1007776,0.234726988,Hexagonal,6/mmm
mp-1007664,0.004653104,Cubic,-43m
mp-1007685,0.102604197,Cubic,-43m
mp-1007761,0.161135864,Trigonal,-3m
mp-1007691,0,Cubic,m-3m
mp-1007730,0.023223807,Tetragonal,4/mmm
mp-1007821,0.094384789,Orthorhombic,mmm
mp-1007693,0.25909226,Cubic,m-3m
mp-1007823,0.384363813,Hexagonal,6/mmm
mp-1007857,0.015393375,Hexagonal,6/mmm
mp-1007778,0.733738816,Cubic,m-3m
mp-1007770,0.116687026,Tetragonal,-42m
mp-1007855,0.017032523,Tetragonal,4/mmm
mp-1007824,0.353556007,Orthorhombic,mmm
mp-1007786,0,Monoclinic,2/m
mp-1007881,0.00606292,Cubic,-43m
mp-10078,0.022397082,Tetragonal,4/mmm
mp-1007900,0.027558695,Orthorhombic,mmm
mp-1007906,0.168642623,Hexagonal,-6m2
mp-1007908,0,Hexagonal,6/mmm
mp-1007907,0,Cubic,m-3m
mp-1007819,0.353816318,Trigonal,-3m
mp-1007910,0,Cubic,m-3m
mp-1007918,0,Tetragonal,4/mmm
mp-1007852,0.04407567,Cubic,m-3m
mp-1007922,0.052872118,Trigonal,-3m
mp-1007924,0.316730743,Orthorhombic,mmm
mp-1007923,3.59E-05,Trigonal,-3m
mp-1007854,0.108413728,Orthorhombic,mmm
mp-1007961,0.201800347,Cubic,m-3m
mp-1007974,0.00795011,Tetragonal,4/mmm
mp-10079,0.165119475,Orthorhombic,mmm
mp-1007862,0.076369657,Hexagonal,6/mmm
mp-1007975,0.124804127,Cubic,m-3m
mp-1008,0.218530567,Cubic,-43m
mp-1007991,0.152881741,Trigonal,-3m
mp-1007992,0.365933773,Cubic,m-3m
mp-1007853,0.05909817,Cubic,m-3m
mp-1008226,0.255705345,Cubic,m-3m
mp-1008225,0.199124705,Cubic,m-3m
mp-1008278,0.157265291,Cubic,m-3m
mp-1008280,0.062942429,Cubic,m-3m
mp-1008275,0.176166944,Cubic,m-3m
mp-1008283,0.727827545,Cubic,m-3m
mp-1008282,0.126788622,Cubic,m-3m
mp-1008279,0.052196829,Orthorhombic,mmm
mp-1008284,0.190396601,Tetragonal,4/mmm
mp-1008277,0.156335134,Orthorhombic,mmm
mp-1008285,0.25940745,Cubic,m-3m
mp-1007976,0.054916592,Cubic,m-3m
mp-1008224,0.018480944,Cubic,m-3m
mp-1008223,0.258026135,Cubic,m-3m
mp-1008394,0,Hexagonal,6/mmm
mp-1008471,0.183956627,Orthorhombic,mmm
mp-1008395,0.333196883,Cubic,m-3m
mp-1008487,0.011537031,Cubic,m-3m
mp-1008274,0.036628227,Cubic,m-3m
mp-1008472,0.797085431,Tetragonal,4/mmm
mp-1008483,0.960462853,Hexagonal,6/mmm
mp-1008489,1.173688703,Cubic,m-3m
mp-1008349,0.025870761,Cubic,m-3m
mp-1008491,0.933508565,Cubic,m-3m
mp-1008488,0,Cubic,m-3m
mp-1008490,0.599419534,Orthorhombic,mmm
mp-1008492,0.000678258,Hexagonal,6/mmm
mp-1008501,0.050546005,Orthorhombic,mmm
mp-1008500,0.025765607,Hexagonal,6/mmm
mp-1008374,0.436526713,Cubic,m-3m
mp-1008376,0,Trigonal,3m
mp-1008506,0,Hexagonal,6/mmm
mp-1008511,0,Cubic,m-3m
mp-1008523,0.993163236,Tetragonal,4/mmm
mp-1008524,0.49903558,Cubic,m-3m
mp-1008526,0.349051211,Orthorhombic,mmm
mp-1008528,0.067852722,Tetragonal,4/mmm
mp-1008555,0.007945341,Trigonal,-3m
mp-1008556,0.015530882,Trigonal,3m
mp-1008557,0.384644248,Tetragonal,-42m
mp-1008559,0.011300532,Tetragonal,-42m
mp-1008498,0.164910018,Tetragonal,-42m
mp-1008505,0,Trigonal,-3m
mp-1008601,0.033222728,Cubic,-43m
mp-1008617,0.021318337,Cubic,m-3m
mp-1008625,0.137114333,Trigonal,3m
mp-10086,0,Tetragonal,-42m
mp-1008624,0,Tetragonal,4/mmm
mp-1008525,0.342773469,Cubic,-43m
mp-1008527,0.323056224,Cubic,-43m
mp-1008530,0.029379678,Tetragonal,-42m
mp-1008626,0.018488459,Hexagonal,6mm
mp-1008554,0.13782803,Cubic,m-3m
mp-1008558,1.540295977,Hexagonal,6/mmm
mp-1008630,0.89899875,Cubic,-43m
mp-1008631,0.243588008,Trigonal,-3m
mp-1008632,0.017706741,Tetragonal,4/mmm
mp-1008634,0.00530064,Trigonal,-3m
mp-1008568,0.032592128,Hexagonal,6/mmm
mp-1008650,0.256284455,Tetragonal,4/mmm
mp-1008561,0,Cubic,m-3m
mp-1008653,2.235522587,Hexagonal,-6m2
mp-1008610,1.510257162,Hexagonal,6/mmm
mp-1008600,1.190882668,Trigonal,-3m
mp-1008681,0.719453935,Trigonal,-3m
mp-1008673,0.41827265,Trigonal,-3m
mp-1008680,0,Cubic,-43m
mp-1008682,0.444168153,Cubic,m-3m
mp-1008727,0.848759956,Tetragonal,4/mmm
mp-1008702,0.668410805,Cubic,m-3m
mp-10087,0.067718822,Tetragonal,4/mmm
mp-1008726,0.827383217,Cubic,-43m
mp-1008733,0.33115365,Cubic,m-3m
mp-1008728,0.09555978,Cubic,-43m
mp-1008635,0.67287683,Cubic,m-3m
mp-1008661,2.24653225,Cubic,m-3m
mp-1008754,0.336452263,Cubic,-43m
mp-1008677,0.301898731,Hexagonal,-6m2
mp-1008776,0.201501943,Trigonal,-3m
mp-1008777,0.322082263,Hexagonal,6/mmm
mp-1008676,1.283568183,Cubic,m-3m
mp-1008688,0.601370527,Cubic,-43m
mp-1008689,0.967653775,Hexagonal,-6m2
mp-1008805,0.478957151,Cubic,m-3m
mp-1008809,0.682239077,Tetragonal,4/mmm
mp-1008820,1.417240297,Cubic,-43m
mp-1008813,0.543779928,Hexagonal,-6m2
mp-1008826,0.803069422,Cubic,-43m
mp-1008832,0.76343343,Hexagonal,-6m2
mp-1008835,0.599898325,Hexagonal,6/mmm
mp-1008755,0.532540769,Cubic,-43m
mp-1008762,0.448571702,Cubic,-43m
mp-1008785,0.188058302,Trigonal,-3m
mp-1008860,0.269119648,Trigonal,-3m
mp-1008866,0.291835399,Hexagonal,-6m2
mp-1008798,0.239519926,Orthorhombic,mm2
mp-1008867,0.53966848,Cubic,-43m
mp-1008872,0.12240974,Tetragonal,4/mmm
mp-1008802,0.910397278,Hexagonal,6/mmm
mp-1008807,0.998361353,Tetragonal,4/mmm
mp-1008873,0.177619312,Cubic,-43m
mp-1008786,0.065417782,Tetragonal,4/mmm
mp-1008875,0.321306934,Cubic,-43m
mp-1008874,0.026073764,Cubic,-43m
mp-1008806,1.529216758,Cubic,m-3m
mp-1008753,0.894242687,Cubic,-43m
mp-1008752,0.11834282,Trigonal,-3m
mp-1008823,0.645281468,Cubic,m-3m
mp-1008881,0.038379599,Cubic,-43m
mp-1008858,0,Cubic,-43m
mp-1008902,0.42454997,Cubic,-43m
mp-1008865,0,Cubic,-43m
mp-1008920,0.229076505,Cubic,-43m
mp-1008918,0.860330173,Cubic,m-3m
mp-1008910,0.404553833,Cubic,-43m
mp-1008876,0.286228595,Cubic,-43m
mp-1008901,0.109356528,Cubic,m-3m
mp-1008927,0.295635302,Cubic,-43m
mp-1008925,0.314294528,Tetragonal,4mm
mp-1008929,0.391796395,Cubic,-43m
mp-1008928,0.293425555,Tetragonal,4mm
mp-1008931,0.34658669,Cubic,m-3m
mp-1008965,0.994917863,Hexagonal,-6m2
mp-1008926,0.300417024,Hexagonal,-6m2
mp-1008903,0,Orthorhombic,222
mp-1008987,0.576250707,Cubic,-43m
mp-1008998,0.31961465,Cubic,-43m
mp-1008911,0.145939961,Cubic,m-3m
mp-1008912,2.257739982,Cubic,-43m
mp-1008999,0.24330323,Cubic,m-3m
mp-1009005,1.499972782,Cubic,m-3m
mp-1008922,0.841968083,Cubic,m-3m
mp-1008923,1.220493653,Cubic,m-3m
mp-1008921,0.941910563,Cubic,m-3m
mp-1009006,0.25907644,Cubic,m-3m
mp-1008924,0.341894535,Cubic,m-3m
mp-1009007,0.34954244,Cubic,m-3m
mp-1008986,1.285318107,Cubic,m-3m
mp-1009014,0.401127018,Cubic,m-3m
mp-1009009,0.28754206,Cubic,m-3m
mp-1009018,0.072701488,Cubic,m-3m
mp-1009016,0.499152415,Cubic,m-3m
mp-1009015,1.346544077,Cubic,m-3m
mp-1008985,0.87228707,Tetragonal,4/mmm
mp-1009019,0.866388965,Cubic,m-3m
mp-1009048,0.448767568,Cubic,m-3m
mp-1009071,1.45369189,Cubic,m-3m
mp-1009049,0.788954217,Hexagonal,-6m2
mp-1009077,0,Cubic,-43m
mp-1009078,0.37405292,Trigonal,-3m
mp-1009080,0.42798273,Hexagonal,-6m2
mp-1009082,0,Cubic,m-3m
mp-1009079,0.177480019,Tetragonal,-42m
mp-1009008,0.12929045,Tetragonal,-42m
mp-1009017,0.344969725,Tetragonal,-42m
mp-1009088,0,Cubic,m-3m
mp-1009086,0.021911296,Tetragonal,-42m
mp-1009087,0,Cubic,-43m
mp-1009113,0.328068687,Trigonal,-3m
mp-1009127,0.748400365,Cubic,m-3m
mp-1009020,0.858831247,Cubic,m-3m
mp-1009128,0.722964275,Tetragonal,4/mmm
mp-1009132,0,Tetragonal,-42m
mp-1009131,0.445086555,Tetragonal,-42m
mp-1009134,0.092552496,Cubic,-43m
mp-1009133,0,Cubic,-43m
mp-10092,0.014589287,Tetragonal,-42m
mp-1009135,0.653076679,Cubic,-43m
mp-1009206,0.310091339,Hexagonal,-6m2
mp-1009084,0,Cubic,m-3m
mp-1009217,0.1675998,Cubic,-43m
mp-1009085,0,Cubic,m-3m
mp-1009219,0.501018206,Cubic,-43m
mp-1009083,0.010045734,Hexagonal,-6m2
mp-1009213,0.45267515,Cubic,-43m
mp-1009220,0.157421815,Cubic,-43m
mp-1009221,1.346652018,Cubic,m-3m
mp-1009129,0.337459315,Tetragonal,4/mmm
mp-1009130,0,Cubic,-43m
mp-1009238,0.030438366,Cubic,m-3m
mp-1009458,0.592872871,Tetragonal,4/mmm
mp-1009459,0.958713541,Cubic,m-3m
mp-1009460,0.04516987,Cubic,m-3m
mp-1009471,0.640369785,Tetragonal,4/mmm
mp-1009489,0.444780049,Hexagonal,6/mmm
mp-1009485,0.67880376,Tetragonal,4/mmm
mp-1009488,0.472471272,Cubic,-43m
mp-1009207,0.329182255,Cubic,m-3m
mp-1009490,0.00171759,Cubic,m-3m
mp-1009218,0.58425282,Cubic,m-3m
mp-1009496,0.49186149,Cubic,m-3m
mp-1009495,1.37846123,Cubic,m-3m
mp-1009222,0.037156917,Cubic,m-3m
mp-1009223,0.152433716,Cubic,m-3m
mp-1009504,0.025009237,Cubic,-43m
mp-1009237,0.7815235,Cubic,m-3m
mp-1009533,1.48632106,Cubic,-43m
mp-1009230,0.43328893,Cubic,m-3m
mp-1009538,1.21515532,Cubic,m-3m
mp-1009264,0.133432725,Cubic,-43m
mp-1009539,1.390875682,Cubic,-43m
mp-1009491,0.599968799,Cubic,-43m
mp-1009483,0.970172532,Cubic,-43m
mp-1009541,0.827945149,Cubic,-43m
mp-1009543,0,Cubic,m-3m
mp-1009547,0.14907496,Cubic,m-3m
mp-1009581,0,Hexagonal,-6m2
mp-1009555,0.192758305,Trigonal,-3m
mp-1009551,0.1238138,Cubic,m-3m
mp-1009548,0.952429173,Cubic,m-3m
mp-1009537,1.478573267,Monoclinic,2/m
mp-1009592,0.247706402,Cubic,m-3m
mp-1009544,0.247673946,Cubic,-43m
mp-1009593,0.200047207,Hexagonal,-6m2
mp-1009650,0.918357478,Hexagonal,-6m2
mp-1009540,0.716032842,Cubic,m-3m
mp-1009582,1.089521745,Cubic,-43m
mp-1009646,0.616253442,Cubic,-43m
mp-1009640,0.76004773,Hexagonal,-6m2
mp-1009652,1.1007679,Hexagonal,-6m2
mp-1009583,0.425278315,Trigonal,-3m
mp-1009594,0.031773055,Cubic,m-3m
mp-1009653,0.203957623,Hexagonal,-6m2
mp-1009654,0.018037817,Cubic,m-3m
mp-1009639,0.1189269,Hexagonal,6/mmm
mp-1009596,1.334285333,Trigonal,-3m
mp-1009655,0.743496663,Cubic,-43m
mp-1009601,1.139062713,Tetragonal,4/mmm
mp-1009641,0,Cubic,m-3m
mp-1009648,1.569677985,Cubic,m-3m
mp-1009694,1.005793812,Orthorhombic,mmm
mp-1009649,0.35688164,Cubic,-43m
mp-1009695,0.192029742,Cubic,-43m
mp-1009720,0.780882378,Hexagonal,6/mmm
mp-1009696,0.55971675,Cubic,m-3m
mp-1009651,0.280237702,Hexagonal,-6m2
mp-1009731,1.114521746,Cubic,-43m
mp-1009732,0.910693418,Hexagonal,-6m2
mp-1009733,0.013466877,Trigonal,-3m
mp-1009747,1.036799462,Trigonal,-3m
mp-1009735,0.264982821,Cubic,-43m
mp-1009734,0.334703843,Cubic,-43m
mp-1009748,0.83981461,Cubic,-43m
mp-1009750,0.303332525,Cubic,-43m
mp-1009746,0.531236785,Tetragonal,4/mmm
mp-1009751,0.92163567,Cubic,-43m
mp-1009657,0,Cubic,m-3m
mp-1009663,0.768961011,Cubic,m-3m
mp-1009752,1.328363015,Orthorhombic,mmm
mp-1009766,1.549489649,Cubic,-43m
mp-1009767,1.544426379,Hexagonal,-6m2
mp-1009757,0.180260153,Cubic,m-3m
mp-1009769,0.743826785,Cubic,m-3m
mp-1009787,0.908723212,Cubic,m-3m
mp-1009730,0.029941781,Cubic,-43m
mp-1009792,0.452895627,Cubic,-43m
mp-1009819,0.41537869,Cubic,m-3m
mp-1009813,0.191996817,Cubic,-43m
mp-1009822,1.294582842,Tetragonal,-42m
mp-1009820,0.816883267,Tetragonal,4/mmm
mp-1009817,0.412468635,Cubic,m-3m
mp-1009818,0.729708347,Cubic,-43m
mp-1009753,1.079548188,Cubic,-43m
mp-1009755,0.01585109,Cubic,-43m
mp-1009823,0.12719373,Cubic,m-3m
mp-1009827,0.479094219,Cubic,m-3m
mp-1009826,0.13085848,Tetragonal,4mm
mp-1009756,0.03600977,Cubic,m-3m
mp-1009830,0.27820968,Cubic,-43m
mp-1009831,0.816279653,Cubic,-43m
mp-1009770,0.07916087,Cubic,m-3m
mp-1009832,0.518295535,Cubic,m-3m
mp-10098,0,Cubic,m-3m
mp-1009836,0.88576351,Hexagonal,6/mmm
mp-1009833,0.491697593,Cubic,-43m
mp-1009885,0.321955845,Orthorhombic,mmm
mp-1009835,1.03256445,Cubic,m-3m
mp-1009839,0.024851661,Tetragonal,4/mmm
mp-1009814,0.44780484,Cubic,m-3m
mp-1009834,0.033000913,Cubic,m-3m
mp-1009894,0.61325274,Hexagonal,-6m2
mp-1009878,1.219416865,Tetragonal,4/mmm
mp-101,0,Cubic,m-3m
mp-1009828,0.853613657,Cubic,-43m
mp-1009829,0.258823427,Cubic,-43m
mp-1010071,0.153561103,Cubic,m-3m
mp-1010048,0.201080933,Hexagonal,6mm
mp-1010,0.017570125,Tetragonal,4/mmm
mp-1010136,0.03570836,Hexagonal,-6m2
mp-1009837,0.64966959,Cubic,m-3m
mp-1009838,0.372159405,Tetragonal,4/mmm
mp-1009848,0.55709847,Tetragonal,4/mmm
mp-10102,0.380102159,Tetragonal,4/mmm
mp-1010953,0.044288366,Cubic,m-3m
mp-10106,0.045211114,Cubic,m-3m
mp-10112,0,Tetragonal,4/mmm
mp-10113,0,Orthorhombic,mmm
mp-1011375,0.143739742,Cubic,m-3m
mp-1011031,0.2454008,Tetragonal,4/mmm
mp-1011697,0.305539802,Cubic,m-3m
mp-1011376,0.566311842,Cubic,m-3m
mp-10118,0.04286768,Orthorhombic,mmm
mp-1011695,0,Hexagonal,6mm
mp-10101,0.384308735,Monoclinic,m
mp-1010161,0.476293195,Hexagonal,6/mmm
mp-10120,0.109513481,Cubic,m-3m
mp-1012110,0.046314092,Cubic,m-3m
mp-1012435,0.056455185,Hexagonal,6/mmm
mp-10125,0.081177041,Cubic,m-3m
mp-10110,0.284019196,Cubic,m-3m
mp-1012640,0.065212668,Hexagonal,6/mmm
mp-10133,0,Cubic,m-3m
mp-1011374,0.260072942,Trigonal,-3m
mp-1013525,0,Trigonal,3m
mp-1013524,0.51117039,Hexagonal,6/mmm
mp-10134,0.110732659,Orthorhombic,mmm
mp-10135,0,Cubic,m-3m
mp-1011377,0.18166805,Orthorhombic,mmm
mp-1013527,0,Cubic,m-3m
mp-1013526,0.018495837,Orthorhombic,mmm
mp-1013529,0.558229549,Cubic,m-3m
mp-1013528,0.68310395,Cubic,m-3m
mp-1013530,0.808740277,Cubic,m-3m
mp-1013533,0.139411427,Cubic,m-3m
mp-1013532,0.490716747,Cubic,m-3m
mp-1011730,0.292394623,Cubic,m-3m
mp-1013535,0.733077114,Cubic,m-3m
mp-1013536,1.025654681,Cubic,m-3m
mp-1013540,1.160125254,Cubic,m-3m
mp-1013537,1.163282138,Cubic,m-3m
mp-1013541,0.617104965,Tetragonal,-42m
mp-1013542,1.75255792,Cubic,m-3m
mp-1013543,1.332137823,Cubic,m-3m
mp-1013545,0.087833248,Cubic,m-3m
mp-1013544,0.166019893,Cubic,m-3m
mp-1013548,0,Cubic,m-3m
mp-1013550,0,Cubic,m-3m
mp-1013531,1.56567922,Cubic,m-3m
mp-1013549,0.05635722,Cubic,m-3m
mp-1013546,0.421172237,Cubic,m-3m
mp-1013534,1.483031114,Cubic,m-3m
mp-1013554,0.016156827,Cubic,m-3m
mp-1013552,0.402935341,Cubic,m-3m
mp-1013559,0.370628769,Cubic,m-3m
mp-1013555,0,Cubic,m-3m
mp-1013560,0.41419384,Cubic,m-3m
mp-1013561,0.181534137,Cubic,m-3m
mp-1013584,0.336802108,Cubic,m-3m
mp-1013582,0.416321581,Cubic,m-3m
mp-1013583,0.377742255,Cubic,m-3m
mp-1013547,0.146034807,Cubic,m-3m
mp-1013563,0.162350351,Cubic,m-3m
mp-1013587,0.370637359,Cubic,m-3m
mp-1013585,0.310150757,Cubic,m-3m
mp-1013553,0.288815117,Cubic,m-3m
mp-1013551,0.442093207,Cubic,m-3m
mp-1013558,0,Cubic,m-3m
mp-1013557,0.055228377,Cubic,m-3m
mp-1013702,0.839226318,Cubic,m-3m
mp-1013691,0.101019505,Cubic,m-3m
mp-1013703,0.708776759,Cubic,m-3m
mp-1013564,0.115534189,Cubic,m-3m
mp-1013704,0.477410401,Cubic,m-3m
mp-1013709,1.117215744,Cubic,m-3m
mp-1013706,0.457995017,Cubic,m-3m
mp-1013705,0.684869119,Cubic,m-3m
mp-1013562,0.227838953,Cubic,m-3m
mp-1013708,1.396917151,Cubic,m-3m
mp-1013586,0.343673546,Cubic,m-3m
mp-1013643,0.044351435,Cubic,m-3m
mp-1013710,1.467443626,Cubic,m-3m
mp-1013707,1.032992875,Cubic,m-3m
mp-1013588,0.096171924,Cubic,m-3m
mp-1013712,0.73575235,Cubic,m-3m
mp-1013711,0.52664879,Cubic,m-3m
mp-1013642,0.171206273,Cubic,m-3m
mp-1013714,0.623198343,Cubic,m-3m
mp-1013719,0.470977074,Cubic,m-3m
mp-1013733,0.320250353,Cubic,m-3m
mp-1013734,0.081127904,Cubic,m-3m
mp-1013737,0.156638864,Cubic,m-3m
mp-1013900,0.002421678,Cubic,m-3m
mp-1013736,0.385686169,Cubic,m-3m
mp-1013738,0.645840631,Trigonal,-3m
mp-10139,0.007753958,Orthorhombic,mmm
mp-10140,0.03394774,Trigonal,-3m
mp-1013713,0.795238897,Cubic,m-3m
mp-1014013,0.045043194,Hexagonal,6/mmm
mp-1014005,0.317266645,Orthorhombic,mmm
