Composition,Density
Na1 Cu3 Ge1 Se4,4.652343689949098
Na1 Cu3 Ni1 Se4,4.912827408274409
Na1 Cu3 O4,4.440546612486441
Na1 Cu3 Pb1 Se4,5.272469166054254
Na1 Cu3 Sn1 Se4,4.759978014757077
Na1 Cu3 Te2,6.121926239559269
Na1 Cu4 S4,4.382053045902673
Na1 Cu4 Sb2,6.461136289599135
Na1 Dy1 O2,6.358635612575484
Na1 Dy1 S2,4.526991602289622
Na1 Dy1 Se2,5.445755294504542
Na1 Dy1 Tl2,9.077353584618097
Na1 Dy3,6.560863437860359
Na1 Er1 F4,5.623488339858668
Na1 Er1 O2,6.661174053911124
Na1 Er1 S2,4.69355100742527
Na1 Er1 Se2,5.632738035988255
Na1 Er1 Tl2,9.23915368469803
Na1 Er3,7.090581082296435
Na1 Eu1 Au2,9.411394903829894
Na1 Eu1 Hg2,8.646859937825878
Na1 Eu1 O2,5.761691023318068
Na1 Eu1 S2,4.025435216379495
Na1 Eu1 Se2,5.049183171733028
Na1 Eu1 Tl2,8.049246231761863
Na1 Eu2 Sn1,6.698301698566554
Na1 Eu2 Tl1,6.648761595919583
Na1 Eu3,4.479561741192569
Na1 F1,2.6926725736656083
Na1 F3,2.76642858038634
Na1 Fe1 As1,4.607836909839215
Na1 Fe1 Cu1 S2,3.876083014067522
Na1 Fe1 Cu1 Se2,4.940450887619267
Na1 Fe1 N1,2.671126869303105
Na1 Fe1 O2,4.547851804318114
Na1 Fe1 O3,3.747324649399237
Na1 Fe1 S2,2.2794061250350355
Na1 Fe2 O3,4.608507113996694
Na1 Fe2 O4,3.764909843129829
Na1 Fe3 O4,4.86299656435626
Na1 Ga1,2.729346934011418
Na1 Ga1 Hg2,0.6751787954370948
Na1 Ga1 Te2,4.1209363083012525
Na1 Ga3,4.933115704879884
Na1 Ga4,4.845075151013981
Na1 Gd1 Hg2,9.480731353295656
Na1 Gd1 O2,6.043773328918307
Na1 Gd1 S2,4.306663189987288
Na1 Gd1 Se2,5.243424604007407
Na1 Gd1 Tl2,8.48903044606103
Na1 Gd3,6.198828566376356
Na1 Ge1 Au1,7.671891651331623
Na1 Ge1 N1,4.143763837272245
Na1 Ge1 O3,4.469667250144576
Na1 H1,1.417181214937649
Na1 H1 F2,2.072712383992764
Na1 H1 O1,1.9398299712151303
Na1 H1 S1,1.7569317018298654
Na1 H2 Pd3,8.086689785887728
Na1 Hf1 Mg6,3.063737361608021
Na1 Hg1,6.938359664765078
Na1 Hg1 Pd2,10.065819312599997
Na1 Hg2,8.971720872425093
Na1 Hg2 Au1,0.8715730074526999
Na1 Hg2 Bi1,0.8079647053355242
Na1 Hg2 Pb1,0.8216647017492857
Na1 Hg2 Pd1,0.7238748983064437
Na1 Hg2 Sb1,0.7007254237105426
Na1 Hg3,9.672836831635896
Na1 Ho1 F4,5.425709611305752
Na1 Ho1 O2,6.517517614044751
Na1 Ho1 S2,4.616122780831445
Na1 Ho1 Se2,5.567857378021178
Na1 Ho1 Tl2,9.160213775039855
Na1 Ho3,6.855453430653443
Na1 I1,3.034205188159216
Na1 I1 O2,4.58644186311517
Na1 I1 O3,3.396294553968841
Na1 In1,4.413463524135089
Na1 In1 Ag2,7.059344891465851
Na1 In1 Hg2,8.755477969828611
Na1 In1 N1,4.336613052504952
Na1 In1 O2,5.442992486161357
Na1 In1 O3,4.050933238880728
Na1 In1 Pd2,0.5917428853642931
Na1 In1 S2,3.881389207532492
Na1 In1 Se2,4.9260888025684775
Na1 In1 Sn4,6.062238478913519
Na1 In1 Te2,5.054956313006866
Na1 In2 Ag1,0.4819683345814299
Na1 In2 Au1,7.702092652255072
Na1 In2 Bi1,0.6014183667817179
Na1 In2 Pb1,0.6367084766004555
Na1 In2 Sn1,0.4945464517829896
Na1 In3,5.708956382336083
Na1 Ir1 Pb1,10.257722289078334
Na1 La1,3.6813944641951215
Na1 La1 Ag2,0.9141836901748248
Na1 La1 Au2,9.391350000933272
Na1 La1 Hg2,8.535279276290549
Na1 La1 O2,4.856073065105994
Na1 La1 S2,3.637396191297488
Na1 La1 Se2,4.541602691084488
Na1 La1 Tl2,7.989840001953785
Na1 La2 Se3,5.182631305895857
Na1 La3,5.027759041226388
Na1 Li1 As2 S4,2.853418472226703
Na1 Li1 Cd1 S2,3.2528854566961067
Na1 Li1 Hg2,0.5985298458138731
Na1 Li1 I1 Cl1,3.068616865164843
Na1 Li1 Mn1 S2,2.9953597290245404
Na1 Li1 O1,2.326659196666336
Na1 Li1 O3,2.289246331384625
Na1 Li1 Pt1,5.796603676462278
Na1 Li1 S1,1.9256663191820325
Na1 Li1 Te1,3.1423084613317296
Na1 Li1 Tl2,0.4678988243629461
Na1 Li1 Zn1 S2,2.825872675120677
Na1 Li2 As1,1.883741629045021
Na1 Li2 Au1,0.3848017442901115
Na1 Li2 Bi1,4.737795744467637
Na1 Li2 Hg1,0.3386182599632298
Na1 Li2 N1,0.9067423708244178
Na1 Li2 Pb1,4.638487224331075
Na1 Li2 Sb1,3.281384250173962
Na1 Li2 Sn1,2.524234647588768
Na1 Li2 Tl1,0.3290963566342825
Na1 Li3,0.7435160041161369
Na1 Li5 N2,1.3930517906493571
Na1 Lu1 O2,7.139404457462375
Na1 Lu1 S2,4.974201872729222
Na1 Lu3,7.51751357629779
Na1 Mg1,1.3912911939665598
Na1 Mg1 As1,2.882363055209636
Na1 Mg1 Cd2,0.3229271766353445
Na1 Mg1 F3,2.8081718429533926
Na1 Mg1 Hg2,0.5728589451302678
Na1 Mg1 In2,0.3383413442844207
Na1 Mg1 N1,1.578985104044658
Na1 Mg1 O3,2.439996010571015
Na1 Mg1 P1,2.0523240566622425
Na1 Mg1 Pb2,6.945315219336303
Na1 Mg1 Sb1,3.3511979688685027
Na1 Mg1 Tl2,7.129288800197606
Na1 Mg2 Cd1,0.217072513164477
Na1 Mg2 Hg1,0.334962653317965
Na1 Mg2 In1,0.2314120509594856
Na1 Mg2 Tl1,0.3470993687786813
Na1 Mg3,1.560109330389898
Na1 Mg6 C1,1.6170203113275323
Na1 Mg6 Mo1,2.56118287573222
Na1 Mg6 Nb1,2.430706060838569
Na1 Mg6 W1,3.4344302734124432
Na1 Mg6 Zr1,2.275351940965552
Na1 Mn1 As1,4.244530561695633
Na1 Mn1 Bi1,5.977609458832962
Na1 Mn1 Cu1 Se2,4.666346860487111
Na1 Mn1 Cu3 Se4,4.799115393926595
Na1 Mn1 I1 O6,4.137404386435565
Na1 Mn1 N1,3.646029918409868
Na1 Mn1 O2,3.94742447370498
Na1 Mn1 P1,3.657644236081479
Na1 Mn1 Sb1,4.514976293948791
Na1 Mn1 Se2,3.8571661784080336
Na1 Mn1 Te2,4.373707567330007
Na1 Mn2 O4,3.760664165041289
Na1 Mo1 F6,2.5323004448704203
Na1 Mo1 O2,4.968682674723489
Na1 Mo1 O3,4.501484285601487
Na1 Mo3,7.839056758862966
Na1 N1,1.4381551538082924
Na1 N1 O2,1.7602959166079006
Na1 N1 O3,2.1237023401723327
Na1 N2 O4,1.6284709234769583
Na1 N3,1.2360046960938404
Na1 Nb1 N2,4.862637321901114
Na1 Nb1 O2,5.391747828560103
Na1 Nb1 O3,4.222756528581366
Na1 Nb1 S2,4.10360941106907
Na1 Nb1 Se2,5.440617594471771
Na1 Nb2 O4,4.978366331941033
Na1 Nb2 S4,3.881607507452781
Na1 Nb2 Se4,5.244368499086304
Na1 Nb3,6.607181932390795
Na1 Nd1 Au2,9.871242920103365
Na1 Nd1 Hg2,8.994585061925312
Na1 Nd1 O2,5.241535003860337
Na1 Nd1 S2,3.8790379137311928
Na1 Nd1 Se2,4.822455654490803
Na1 Nd1 Tl2,8.365161000739983
Na1 Nd2 Se3,5.612816690240885
Na1 Nd3,5.443663201722227
Na1 Ni1 I1 O6,4.405288871699229
Na1 Ni1 O2,4.028323696449666
Na1 Ni1 O3,3.859600732435128
Na1 Ni2 O3,5.168339599945393
Na1 Ni3,6.483032580780793
Na1 O2,2.1286881452982818
Na1 O3,2.1173597815277745
Na1 Os1 O3,7.445164566150063
Na1 Os1 Se2,8.495342713608853
Na1 P1 F3,1.7042899279707355
Na1 P1 F6,2.26494569910372
Na1 P1 H6,0.97104065374745
Na1 P1 N2,3.084899800270993
Na1 P1 O1,2.645579235545176
Na1 Pb1 Au2,0.9293171414490348
Na1 Pb1 O3,5.794279118417319
Na1 Pb3,8.843334999549363
Na1 Pd1 N1,3.852130020821891
Na1 Pd1 O2,5.521322301654773
Na1 Pd1 O3,4.63370517562955
Na1 Pd2 Pb1,9.68308861067839
Na1 Pd3,8.683324055663753
Na1 Pm1 Au2,10.019632267148568
Na1 Pm1 Hg2,9.129148934171956
Na1 Pm1 Te2,5.96740100292183
Na1 Pm1 Tl2,8.486704598398001
Na1 Pm2 Sn1,6.217604366617249
Na1 Pm3,5.579649484383606
Na1 Pr1 Au2,9.655918696376796
Na1 Pr1 Hg2,8.798570800711515
Na1 Pr1 O2,5.018030413243566
Na1 Pr1 S2,3.76298257234761
Na1 Pr1 Se2,4.713014205564841
Na1 Pr1 Tl2,8.185682430059494
Na1 Pr2 Cl6,3.920908675046318
Na1 Pr2 Se3,5.43559865580189
Na1 Pr3,5.246660755981066
Na1 Pt1,10.520500271782891
Na1 Pt1 N1,8.852153866502317
Na1 Pt2,12.551690322264967
Na1 Re1 O3,7.2687905480204495
Na1 Re3,15.816444879461988
Na1 Rh1 O2,5.814512760596386
Na1 Ru1 N1,5.067955908196289
Na1 Ru1 O2,5.694097884364632
Na1 Ru1 O3,4.939095335518074
Na1 Ru3,9.186959215817277
Na1 S1,0.3020110439696105
Na1 Sb1 F6,2.8286609465758072
Na1 Sb1 N2,5.538028159484524
Na1 Sb1 O2,4.563711055896512
Na1 Sb1 Pd2,0.5903051930856226
Na1 Sb1 S2,3.4936471621499305
Na1 Sb1 Se2,4.744812573985268
Na1 Sb1 Te2,5.122525855212427
Na1 Sc1 In2,0.3591618368548049
Na1 Sc1 O2,3.448480176459181
Na1 Sc1 S2,2.689469751278976
Na1 Sc1 Sn1,3.603145556230175
Na1 Sc1 Tl2,0.5294754169290262
Na1 Sc3,2.489669556455216
Na1 Se1,3.1562513959596097
Na1 Si1 O3,3.64249291692359
Na1 Si6,2.8907392512011487
Na1 Sm1 Au2,10.248155172790684
Na1 Sm1 Hg2,9.297065605278734
Na1 Sm1 O2,5.617390913162125
Na1 Sm1 S2,4.088990528661615
Na1 Sm1 Se2,5.078387224681123
Na1 Sm1 Te2,5.3350129249216485
Na1 Sm1 Tl2,8.586699770756844
Na1 Sm2 Se3,5.972228669256479
Na1 Sn1 N1,4.778073024549201
Na1 Sn1 O1,4.257977548576234
Na1 Sn1 P1,3.651843010887187
Na1 Sn1 Pd2,8.280665740599128
Na1 Sn1 Rh2,0.5672278124530692
Na1 Sn1 S2,3.773650058475544
Na1 Sn1 Sb1,4.445979474566437
Na1 Sn2 As2,5.058991994047823
Na1 Sn2 Pd3,7.586663423405325
Na1 Sn3,5.7370257399823
Na1 Sr1 As1,3.71240367687976
Na1 Sr1 Au2,8.05059015082445
Na1 Sr1 Hg2,7.161802521011423
Na1 Sr1 N1,2.9312690958194216
Na1 Sr1 Nb2,5.0405897955508046
Na1 Sr1 O3,3.5338225518348003
Na1 Sr1 P1,3.0485098431373947
Na1 Sr1 Pb2,0.5060636053145533
Na1 Sr1 Re2,9.155127761035894
Na1 Sr1 Tl2,0.4940729303511832
Na1 Sr2 Ca1,0.1700052180403377
Na1 Sr2 Cd1,0.2600782152147767
Na1 Sr2 In1,3.498043193172994
Na1 Sr2 Li1,0.1566335048515954
Na1 Sr2 Mg1,0.1740088341040576
Na1 Sr2 Tl1,4.488339407866619
Na1 Sr3,2.32488919866416
Na1 Ta1 N2,7.914573301269315
Na1 Ta1 Ni1,7.669675767611329
Na1 Ta1 O3,6.620260981617888
Na1 Ta3,12.564790374870777
Na1 Tb1 O2,6.268536301084681
Na1 Tb1 S2,4.410836722099135
Na1 Tb1 Se2,5.354838626575583
Na1 Tb1 Tl2,8.890481994738039
Na1 Tb3,6.353359006505577
Na1 Tc1 O3,4.8187241602684825
Na1 Tc3,8.731849239527772
Na1 Te1 Au1,6.9166087042144495
Na1 Te1 O3,4.904352468316104
Na1 Te1 O6,2.5739838292380472
Na1 Ti1 Cu3 Se4,4.681108576328191
Na1 Ti1 F3,2.953016064060077
Na1 Ti1 O2,3.892519807595118
Na1 Ti1 O3,3.3211880145473653
Na1 Ti1 S2,2.5656531952161696
Na1 Ti1 V1 S4,2.919401535861775
Na1 Ti2 H1 O5,2.889651733268953
Na1 Ti2 O3,4.383006959636632
Na1 Ti2 O4,3.501874957931521
Na1 Ti3,3.5502835371650945
Na1 Tl1,6.000719074271595
Na1 Tl1 Cd2,0.6001778590395918
Na1 Tl1 Hg2,0.8520734493816344
Na1 Tl1 O1,6.386198424429807
Na1 Tl1 O2,7.605030466395836
Na1 Tl1 Pd2,9.851437121774516
Na1 Tl1 Se2,5.869021905319852
Na1 Tl2 Ag1,0.6325228078714156
Na1 Tl2 Au1,0.7605288238517212
Na1 Tl2 Bi1,8.546838374970047
Na1 Tl2 Cd1,8.199020169161555
Na1 Tl2 Hg1,0.7125295517690775
Na1 Tl2 In1,0.623417600255701
Na1 Tl2 Pb1,8.713763833772886
Na1 Tl2 Pd1,9.943002142010494
Na1 Tl2 Pt1,0.7236210540387742
Na1 Tl2 Sb1,7.640100658778131
Na1 Tl2 Sn1,0.6391302230613114
Na1 Tl3,8.689275617312243
Na1 Tm1,5.021207744093829
Na1 Tm1 O2,6.82032702327895
Na1 Tm1 S2,4.75955916916723
Na1 Tm1 Tl2,9.311990602216168
Na1 Tm3,7.274928784678764
Na1 V1 Cu3 Se4,4.747945484334672
Na1 V1 F3,3.0029244655703904
Na1 V1 Mo1 O6,3.6247122293714793
Na1 V1 O2,3.9173757728393
Na1 V1 O3,3.767194412583095
Na1 V1 S2,3.112115634275102
Na1 V1 Se2,4.5310879296803686
Na1 V1 W1 O6,4.800537839601113
Na1 V2 S4,3.0004488052084684
Na1 V2 Se4,4.458384155497171
Na1 W1 Cl2 O2,4.2708140179962495
Na1 W1 O3,6.764876751177076
Na1 W2 O6,6.763085533631898
Na1 Y1 Au2,0.7240080851381749
Na1 Y1 F4,3.808425210865933
Na1 Y1 Hg2,0.6399585936257911
Na1 Y1 In2,0.3943656280090827
Na1 Y1 Pb2,0.5866987443652953
Na1 Y1 S2,3.1743519003838574
Na1 Y1 Se2,4.274999885422087
Na1 Y1 Si1,2.867216907255714
Na1 Y1 Sn1,3.966400233476411
Na1 Y1 Tl2,0.5595480274273745
Na1 Y1 Zr1 S4,3.21442615243004
Na1 Y2 In1,3.299030466136958
Na1 Y2 Pb1,0.436755664386075
Na1 Y3,3.684145594308552
Na1 Yb1 Au2,10.93940312116264
Na1 Yb1 F4,5.705465823655546
Na1 Yb1 O2,6.844365149411749
Na1 Yb1 O3,4.669639203011203
Na1 Yb1 Pb2,8.77898016060217
Na1 Yb1 S2,4.629014857559852
Na1 Yb1 Se2,5.5256773786333735
Na1 Yb3,5.563595295849851
Na1 Zn1 As1,4.227076338371613
Na1 Zn1 N1,3.797168443523481
Na1 Zn1 O3,3.79724450394603
Na1 Zn1 P1,3.4546517373221883
Na1 Zn1 Pd2,0.5075127155894895
Na1 Zn1 Sb1,4.641406604783732
Na1 Zn2 Au1,0.5502471398185703
Na1 Zn3,5.003300869021577
Na1 Zn4 As3,5.053015362332344
Na1 Zr1 Cu3 Se4,4.688823663568075
Na1 Zr2 S1 N2 Cl1,4.201509557394932
Na2 Ag1 As1,4.032090592384096
Na2 Ag1 Sb1,4.242825439461623
Na2 Al1 Ge2,3.049416104897156
Na2 As1 Au1,5.670564771631715
Na2 Au1,5.19474015856735
Na2 B1 H4 N1,1.198283639892777
Na2 Bi1 Au1,6.763987844060116
Na2 Br1 Cl1,2.647676700771717
Na2 C1,1.5948407944348564
Na2 C1 N2,2.149228609124892
Na2 C1 O5,1.6295502121517094
Na2 Ca1 Si1,1.9183840609810645
Na2 Cd1 Hg1,5.622876647666106
Na2 Cd1 Pb1,5.747868443810238
Na2 Cd1 Sn1,4.053196931486319
Na2 Cd1 Sn1 S4,3.0512543749756422
Na2 Ce1 F6,4.168786741183562
Na2 Ce1 O3,4.546455760893682
Na2 Cl1,1.411141137890319
Na2 Cr1 N2,3.1068147943772835
Na2 Cu1 Ag2 S2 O2,4.7041979815277735
Na2 Cu1 As1,3.6052630323773207
Na2 Cu1 Br2 Cl2,3.337037269233123
Na2 Cu1 F4,3.3803240905553795
Na2 Cu1 I2 Cl2,3.7658687972884586
Na2 Cu1 O2,3.277856133995844
Na2 Cu1 P1,2.947476462831651
Na2 Cu1 Te2,0.2598584445877377
Na2 Cu3 O4,4.873619525914362
Na2 Eu1 Ge1 Se4,4.761360020347146
Na2 Fe3 S4,3.648583780872914
Na2 H1 F4,2.112850590642289
Na2 H2 Pd1,3.4807870359964137
Na2 H4 Pd1,2.7308391588249505
Na2 H4 Pt1,4.328506478502542
Na2 H6 Ir1,4.026482933221044
Na2 H6 Pt1,4.096780290205595
Na2 Hf1 N2,4.920092051008915
Na2 Hf2 O5,6.266217896347583
Na2 Hg1 Au1,0.6216193943301092
Na2 Hg1 Bi1,0.5307280583351984
Na2 Hg1 O2,5.68775989635738
Na2 Hg1 Pb1,6.412409775473534
Na2 Hg1 Sb1,0.4793133666368083
Na2 Hg1 Te1,0.4847200551838743
Na2 In1 Bi1,0.4069891729534068
Na2 Ir1 N2,5.55891186040603
Na2 Li1 N1,1.646580797607282
Na2 Li1 S2,0.3925841452632091
Na2 Li1 Ta1,4.229174258310453
Na2 Li2 Cu1 Br2 O2,3.0702957686146988
Na2 Li2 Cu1 I2 O2,3.6013524537586634
Na2 Mg1 As2,0.3583217058109017
Na2 Mg1 Pb1,3.932497883981766
Na2 Mg1 Sb2,0.8432798202290315
Na2 Mg1 Sn1,2.7859142064096303
Na2 Mg2 As1,0.4539919438476266
Na2 Mn1 Ni1 O4,4.280499378591696
Na2 Mn1 P2,2.739854503155997
Na2 Mn1 Sb2,0.7638439101873771
Na2 Mn3 Te4,4.353382032660124
Na2 Ni1 O2,3.602264819849173
Na2 Ni1 Sn1,4.599872494442226
Na2 O1,2.020219595884152
Na2 O2,2.446986360118066
Na2 Pd1 C2,3.145073485277261
Na2 Pd1 O6,3.427727419475718
Na2 Pd3 O4,6.188662499916921
Na2 Pr1 O3,3.556063927165273
Na2 Pt1 C2,4.683547977841436
Na2 Pt1 O2,6.39865177232408
Na2 Pt1 O3,6.8411148925534295
Na2 Pt1 O6,4.644124167167126
Na2 S1,1.826998412019753
Na2 Sb1 Au1,5.727519164517034
Na2 Se1,2.577942675536051
Na2 Sn1 Hg1,6.025665590927635
Na2 Sn1 O6,3.151920038550544
Na2 Sr1 Ca1,0.1312210998992475
Na2 Sr1 Fe1,2.816264012840142
Na2 Tb1 O3,4.946997848668457
Na2 Tc1 F6,3.581317960296799
Na2 Te1,2.926758699550016
Na2 Ti1 Au1,5.845976376971847
Na2 Ti1 N2,2.683934139378049
Na2 Ti1 O3,3.567618208976613
Na2 Ti2 As2 O1,3.9844336171475656
Na2 Ti2 O5,2.930333135914825
Na2 Ti2 Sb2 O1,4.601877802914633
Na2 Tl1 As1,0.3522272968231147
Na2 Tl1 Bi1,6.596569572893741
Na2 Tl1 Cd1,0.3821265844624502
Na2 Tl1 Hg1,0.4866068523622884
Na2 Tl1 Pb1,0.51114702958938
Na2 Tl1 Sb1,5.587378959762188
Na2 Y1 F6,3.5788636444547874
Na2 Zn1 Ge1,3.207975578733292
Na2 Zn1 P2,2.341291234715116
Na2 Zn1 Sb2,0.9272492808391676
Na2 Zr1 Cu2 S4,3.866808774572941
Na2 Zr1 N2,3.163104232150393
Na2 Zr2 O5,3.855803607644076
Na3 Ag1,2.633696754840692
Na3 Al1,1.414653552932101
Na3 Al1 Si1 Te4,3.4586610799601014
Na3 As1,2.3390549433774384
Na3 Au1,4.276425403306362
Na3 B1,1.5164154863505308
Na3 Be1,1.254284132301364
Na3 Bi1,3.629908160978065
Na3 Bi1 O4,5.238093164349319
Na3 Br1 Cl2,2.443433521854471
Na3 Br1 O1,2.8098611896109063
Na3 C1,1.8166235472093104
Na3 C1 O5,1.1355861732133352
Na3 Ca1,1.179442079811758
Na3 Cd1,2.461204784192767
Na3 Ce1,2.255728186873576
Na3 Cl1,1.458378797559835
Na3 Cl1 O1,2.139339603450312
Na3 Cl2,1.8392634042070872
Na3 Co1,2.156368599879931
Na3 Cr1,1.6925540214332009
Na3 Cu1,2.1712299245322884
Na3 Cu2 O4,3.6893757755734216
Na3 Dy1,2.858052414313356
Na3 Eu1,2.271624167118948
Na3 Fe1,1.845539945139227
Na3 Ga1,1.987290229501243
Na3 Ge1,2.296988721270244
Na3 Hf1,3.501047675884501
Na3 Hg1,3.766880977968482
Na3 In1,2.538336958345184
Na3 Ir1,5.059586426919687
Na3 La1,2.36135218693035
Na3 Li3 N2,1.257145423848494
Na3 Mg1,1.187835880131472
Na3 Mn1,1.770665500885589
Na3 Mo1,2.3618368807277164
Na3 N1,1.2889318693873584
Na3 Nb1,2.283884390495753
Na3 Nd1,2.552424546544497
Na3 Ni1,2.1930562799760542
Na3 Os1,4.535566613772382
Na3 P1,1.7517810886720495
Na3 P1 O4,2.743787935487
Na3 P1 S4,2.187223025455124
Na3 P1 Se4,3.435954688807416
Na3 Pd1,3.070879058598734
Na3 Pm1,2.564464127523906
Na3 Pr1,2.428568449701684
Na3 Pt1,4.821115331933623
Na3 Re1,4.0812700129692745
Na3 Rh1,3.126724093215808
Na3 Ru1,2.9135281386675937
Na3 S1 O4 F1,1.5988040297025663
Na3 Sb1,2.647151928840332
Na3 Sb1 S4,2.775573550587957
Na3 Sb1 Se4,3.879809201652759
Na3 Sc1,1.481287954111223
Na3 Si1,1.6434126410505845
Na3 Sm1,2.6414789032199644
Na3 Sn1,2.727090929657926
Na3 Ta1,3.628308867278379
Na3 Tc1,2.562488312684857
Na3 Ti1,1.5755673057863455
Na3 Tl1,3.658636638216157
Na3 Tl4,6.763257148855579
Na3 V1 O4,2.46420817303952
Na3 W1,3.650245379717196
Na3 Yb1,2.591459206367536
Na3 Zn1,1.906221690323242
Na3 Zr1,2.273309388140944
Na4 B3 Cl1,1.569602121403651
Na4 Br2 O1,2.831117380460665
Na4 C1 O4,1.8394947728399231
Na4 Cd1 P2,2.341252960225702
Na4 Hg1 P2,3.132233467255872
Na4 I2 O1,3.363729668176444
Na4 Ir1 O4,4.661406224936351
Na4 N1 O1,2.1388928037392243
Na4 Pt1 O4,4.709155704969385
Na4 Se1 S1,2.221858862470384
Na4 Sr1 Ca1 Si2,2.194763116886293
Na4 Te1 Se1,2.7792721889005065
Na4 W1 O4,4.339809824936005
Na5 As4,3.087458439348149
Na5 Cu1 S1 O2,2.34228485251386
Na5 Li1 N2,1.6049489242035466
Na5 Ni1 S1 O2,2.300442619102065
Na5 Sn2,2.972500094723224
Na6 Zn1 Sn2,2.8183776156862432
Nb1,8.147371978526298
Nb1 Ag1 O3,6.339902420894476
Nb1 Al1 Co2,7.40891831642177
Nb1 Al1 Fe2,7.347107149910478
Nb1 Al1 Ni2,7.312635105173924
Nb1 Al1 Os2,13.665638605166285
Nb1 Al1 Pt1,9.014417424399848
Nb1 Al1 Ru2,8.956131588802092
Nb1 Al1 Tc2,0.6590289244378671
Nb1 Al1 V1 C1,5.618411438898571
Nb1 Al1 V2,5.998566083743524
Nb1 Al3,4.501843513933614
Nb1 Al6 Mo1,4.6589788001967
Nb1 As1,7.805231803609782
Nb1 As1 Ru1,7.954412529896932
Nb1 As2,7.264790745433189
Nb1 As3,7.293386085533329
Nb1 Au2,15.183085127052363
Nb1 Au4,16.186225004786873
Nb1 B1,7.42935944108271
Nb1 B1 Rh3,9.846090849961296
Nb1 B1 W1,9.30046179613252
Nb1 B2,6.793798027120384
Nb1 B2 W1,11.23137721186511
Nb1 B4 Mo3,8.218915851787855
Nb1 Bi1 O3,8.370278615233202
Nb1 Bi1 O4,6.185256277377665
Nb1 Bi2 Mo1,11.442490897329064
Nb1 Br2 O1,4.452127673945019
Nb1 Br6 N2,3.372787410243568
Nb1 C1,6.0672715128789525
Nb1 Cd3,8.86088979070828
Nb1 Cl2 O1,3.2562050475209245
Nb1 Cl4 O2,2.2363046068436727
Nb1 Co1,8.612386106625836
Nb1 Co1 Sb1,8.47740546634899
Nb1 Co1 Sn1,7.455122672508166
Nb1 Co2,9.133730881582157
Nb1 Co2 Sn1,9.017363828818644
Nb1 Co3,9.178159030966777
Nb1 Cr1 Co1,6.795219782135579
Nb1 Cr1 F6,2.9700473640833023
Nb1 Cr1 Ge1,8.084538900587441
Nb1 Cr1 N1,7.707258602800773
Nb1 Cr1 N2,6.706019420862245
Nb1 Cr1 O4,4.561149282898313
Nb1 Cr1 Re2,1.060919055815129
Nb1 Cr1 Si1,6.771817378035878
Nb1 Cr1 Tc2,0.728778697812203
Nb1 Cr1 W1,9.69284478360708
Nb1 Cr2,7.767773551473239
Nb1 Cr2 Re1,0.8637712001476487
Nb1 Cr2 Tc1,0.530784995733614
Nb1 Cr2 W1,0.7995646020578947
Nb1 Cr3,7.490750315434168
Nb1 Cu1 Rh2,0.8803606863380062
Nb1 Cu1 Se2,6.768926374440688
Nb1 Cu1 Te2,7.503943033533957
Nb1 Cu3 S4,4.04180185257294
Nb1 Cu3 Se2 S2,4.738178822493062
Nb1 Cu3 Se4,5.344951230226393
Nb1 Cu3 Te2 Se2,5.775058591786451
Nb1 Cu3 Te4,6.157085103300047
Nb1 F3,3.371714114924409
Nb1 F4,3.720526524569952
Nb1 Fe1 B1,6.966107390365112
Nb1 Fe1 F6,3.4834590346353664
Nb1 Fe1 O3,5.090930893481664
Nb1 Fe1 Ru2,0.7963329270001342
Nb1 Fe1 Sb1,8.44873402439512
Nb1 Fe1 Si1,7.15041151208609
Nb1 Fe1 Tc2,0.7287079673233874
Nb1 Fe2,8.554044919181532
Nb1 Fe3,8.17946026386024
Nb1 Ga1 Co2,8.743219567165779
Nb1 Ga1 Fe2,8.713546806039547
Nb1 Ga1 Ni2,8.64990264907728
Nb1 Ga1 Os2,1.1877773095213056
Nb1 Ga1 Pt1,10.189083563736304
Nb1 Ga1 Ru2,10.08234119644994
Nb1 Ga1 Tc2,0.7463353143825188
Nb1 Ga3,7.758692769918738
Nb1 Ge1 As1,7.681904075490751
Nb1 Ge1 Rh1,7.86630836756829
Nb1 Ge1 Ru2,10.112925445893472
Nb1 Ge1 Sb1,8.18341080267684
Nb1 Ge2,7.967848181519302
Nb1 H1,7.347911280590665
Nb1 H1 Se2,6.452162265095343
Nb1 H2,6.584074711740193
Nb1 H4,3.873067483114067
Nb1 I2 O1,5.133429393733927
Nb1 I3,4.3384468230201545
Nb1 In1 Co2,0.6924786361249413
Nb1 In1 Ni1,7.373481342426968
Nb1 In1 Ni2,0.6910754194788675
Nb1 In1 Pt1,10.330932440117513
Nb1 In1 Ru1,8.351962207743192
Nb1 In1 Ru2,10.422123477068835
Nb1 In1 S2,5.300546023506781
Nb1 In1 Se2,6.219207326691899
Nb1 In1 Tc2,0.7389181736837787
Nb1 Ir1,14.60516010633782
Nb1 Ir1 S4,5.6163574788313
Nb1 Ir3,18.275184593206426
Nb1 Mo1,9.23130746495884
Nb1 Mo1 C2,8.06108271761549
Nb1 Mo1 N2,8.422296755204679
Nb1 Mo1 O4,5.564861708875878
Nb1 Mo1 S4,4.411237956782483
Nb1 Mo1 Se4,6.220891736582437
Nb1 Mo1 W1,12.3202762891915
Nb1 Mo1 W2,0.8925578865995449
Nb1 Mo2 W1,1.1184126334319169
Nb1 Mo3 C4,8.241362197847382
Nb1 N1,6.451684764672569
