Composition,Density
Dy1 In1 Pd2,10.331001282027946
Dy1 In1 Pt1,11.875646862724428
Dy1 In1 Pt2,13.294575389111476
Dy1 In1 Pt4,15.711226979877008
Dy1 In1 Rh1,9.784891473410854
Dy1 In1 Rh2,10.89673820866062
Dy1 In2 Ni1,8.903529843042783
Dy1 In3,8.400010919935532
Dy1 In3 Cu2,8.417995784112803
Dy1 In5 Co1,8.474136458908397
Dy1 In5 Rh1,8.489340928024546
Dy1 Ir2,16.665652272795906
Dy1 Ir3,18.370919841348627
Dy1 Lu1 Ag2,9.77369594990832
Dy1 Lu1 Cd2,9.112728486845452
Dy1 Lu1 Cu2,9.96090767284553
Dy1 Lu1 Hg2,12.17061297417789
Dy1 Lu1 In2,9.107431015194654
Dy1 Lu1 Ir2,15.3522532211588
Dy1 Lu1 Mg2,6.016847088666794
Dy1 Lu1 Rh2,11.527046549596136
Dy1 Lu1 Ru2,11.727043926281004
Dy1 Lu1 Tl2,11.580897069570442
Dy1 Lu1 Zn2,8.748841990790929
Dy1 Lu3,9.516392044347825
Dy1 Mg1,5.711705202802205
Dy1 Mg1 Ag1,6.8506942605859305
Dy1 Mg1 Ag2,7.741542497438941
Dy1 Mg1 Au1,9.267826437084844
Dy1 Mg1 Au2,11.509861398068304
Dy1 Mg1 Cd2,7.269983564569854
Dy1 Mg1 Ga1,6.258256873130817
Dy1 Mg1 Hg2,10.51269601484354
Dy1 Mg1 In1,6.529329790434231
Dy1 Mg1 Pd1,7.422572544495407
Dy1 Mg1 Rh2,9.19194184493696
Dy1 Mg1 Sn1,6.582847905750647
Dy1 Mg1 Tl1,8.399692531717616
Dy1 Mg1 Tl2,9.539596880635523
Dy1 Mg1 Zn2,6.624325755707544
Dy1 Mg2,4.483678829810248
Dy1 Mg2 Sc1,4.209530231082711
Dy1 Mg3,3.9160870667557366
Dy1 Mg5,3.1808532350294056
Dy1 Mn1 Al1,7.1415885531280265
Dy1 Mn1 Fe1,9.443770509795073
Dy1 Mn1 Ga1,7.906249470809108
Dy1 Mn2,9.609270301309383
Dy1 Mn2 Ge2,8.227314905015989
Dy1 Mn2 O4,5.937825993792885
Dy1 Mn2 Si1 Ge1,7.641393628689351
Dy1 Mn2 Si2,6.972265907487685
Dy1 N1,9.888097361836556
Dy1 Nb1 Ru2,10.746874163068489
Dy1 Ni1,9.239549064504306
Dy1 Ni1 As1,8.87805421694964
Dy1 Ni1 Bi1,10.444183860768334
Dy1 Ni1 C2,8.355252911491734
Dy1 Ni1 Ge2,8.50933082789329
Dy1 Ni1 Sb1,8.904165432786229
Dy1 Ni1 Sb2,8.702266961591539
Dy1 Ni2,10.085097134191813
Dy1 Ni2 B2 C1,8.00036369104547
Dy1 Ni2 Ge2,8.762782140403827
Dy1 Ni2 P2,8.077100212089924
Dy1 Ni4 Au1,11.65801814407896
Dy1 Ni5,9.360103809749928
Dy1 O1 F1,8.140658038753445
Dy1 O2,7.129919249791425
Dy1 O3,8.001218232961719
Dy1 Os3,17.909064675084345
Dy1 P1,7.055056726083033
Dy1 P1 Pt1,11.223302704237009
Dy1 P2 Pd2,8.733981523362003
Dy1 P2 Ru2,9.00751379191321
Dy1 Pb1 Au1,11.7172568312331
Dy1 Pb3,11.081356774480216
Dy1 Pd1,10.305740735495254
Dy1 Pd1 Pb1,11.385893843222687
Dy1 Pd2,9.478306541459885
Dy1 Pd2 Pb1,11.787626373830834
Dy1 Pd3,11.367982669908116
Dy1 Pt1,13.28985866979816
Dy1 Pt2,16.11522800081892
Dy1 Pt3,17.732512540513238
Dy1 Rh1,10.919237996493845
Dy1 Rh1 O3,8.506478527795034
Dy1 Rh2,11.33101947292656
Dy1 Rh2 Pb1,12.452400031372122
Dy1 Rh3 C1,10.96360508834789
Dy1 Rh5,10.896647704348991
Dy1 Ru3,11.66459749973134
Dy1 Ru3 C1,11.0093836120192
Dy1 S1,7.677462070644812
Dy1 S1 Br1,4.573379479830004
Dy1 S1 I1,4.460482271297928
Dy1 S2,6.339343439000652
Dy1 S3 N3,3.11545107597994
Dy1 Sb1,7.906140580533158
Dy1 Sb1 O3,7.197205784014324
Dy1 Sb1 Pd1,9.017020458866206
Dy1 Sb1 Pt1,10.99781907444004
Dy1 Sb1 Rh2,10.996746223660578
Dy1 Sb1 Te3,6.43683017973294
Dy1 Sb2,7.903771446708625
Dy1 Sb3,8.018895665436808
Dy1 Sc1 Ru2,9.423291884790594
Dy1 Sc1 Sb1,7.078323272063245
Dy1 Sc1 Zn2,6.72367282383449
Dy1 Se1,6.338569645842648
Dy1 Se1 I1,0.1763625850557389
Dy1 Se2,7.699010316685092
Dy1 Si1,7.30870911671833
Dy1 Si1 Ag1,8.077157096726896
Dy1 Si1 Ni4,8.654747055075912
Dy1 Si2,6.273910339641034
Dy1 Si2 Ag2,7.732836346144924
Dy1 Si2 Au2,10.872537939381155
Dy1 Si2 Ir2,12.039990300311423
Dy1 Si2 Ni1,7.087290216146599
Dy1 Si2 Ni2,7.463523269977499
Dy1 Si2 Os2,11.78418647383756
Dy1 Si2 Pd2,8.32922379578228
Dy1 Si2 Pt2,11.318437598663172
Dy1 Si2 Rh2,8.532369386150108
Dy1 Si2 Rh3,8.959665657495465
Dy1 Si2 Ru2,8.349895662135186
Dy1 Si3 Ir1,8.42717155433539
Dy1 Sn1 Au1,11.0767837094743
Dy1 Sn1 Au2,12.794110159649447
Dy1 Sn1 Ge1,8.214988506370124
Dy1 Sn1 O3,7.712473706428706
Dy1 Sn1 Pd2,10.438091093838212
Dy1 Sn1 Pt1,12.008830702539411
Dy1 Sn1 Rh1,9.958206370539449
Dy1 Sn1 Rh2,10.948471522008562
Dy1 Sn1 Ru2,11.10710932077006
Dy1 Sn2,8.420794107517617
Dy1 Sn3,7.918782823453055
Dy1 Ta1 Os2,16.979274132832487
Dy1 Ta1 Ru2,12.899983351335372
Dy1 Ta3,14.417999356051537
Dy1 Te1,8.249502322657047
Dy1 Te2,7.918586619709386
Dy1 Te3,6.890229747658769
Dy1 Ti1 Ge1,7.463818032309636
Dy1 Ti1 Si1,6.424026441836385
Dy1 Ti2 Ga4,7.116746648667419
Dy1 Tl1,11.079645335598276
Dy1 Tl1 Cu1,9.706645660537612
Dy1 Tl1 O2,9.56319824896879
Dy1 Tl1 Pd1,11.588314091215706
Dy1 Tl1 Rh2,12.621399150131593
Dy1 Tl1 S2,6.743093801692972
Dy1 Tl1 Se2,7.382448550434312
Dy1 Tl1 Te2,7.317320751453447
Dy1 Tl1 Zn1,10.24214739787161
Dy1 Tl2 In1 S4,6.241579627747869
Dy1 Tl3,11.805836947480008
Dy1 Tm1 Ag2,9.56943186113942
Dy1 Tm1 Cd2,8.901406797837634
Dy1 Tm1 Cu2,9.310626481616971
Dy1 Tm1 Hg2,11.977798691863914
Dy1 Tm1 In2,8.931376872714834
Dy1 Tm1 Ir2,15.007382374614709
Dy1 Tm1 Mg2,5.896167197371799
Dy1 Tm1 Mn4,9.861497881326953
Dy1 Tm1 Rh2,11.300610631967771
Dy1 Tm1 Ru2,11.49292978643923
Dy1 Tm3,9.069671557396331
Dy1 Y1 Ag2,7.987369265563409
Dy1 Y1 Al2,5.429797414242139
Dy1 Y1 C4,5.930028463877387
Dy1 Y1 Cd2,7.475805384653272
Dy1 Y1 Cu2,7.491733531147228
Dy1 Y1 Fe4,8.114892288357659
Dy1 Y1 Hg2,10.41411588601373
Dy1 Y1 In2,7.437148762254745
Dy1 Y1 Ir2,13.014613290729557
Dy1 Y1 Mg2,4.545458257325027
Dy1 Y1 Rh2,9.340103967944858
Dy1 Y1 Tl2,10.02006247586761
Dy1 Y1 Zn2,6.922936970897909
Dy1 Y3,5.420522756637766
Dy1 Zn1,8.305789295322262
Dy1 Zn1 Cu1 As2,7.3882329459920895
Dy1 Zn1 Ga1,8.151638053698239
Dy1 Zn1 In1,8.265185975650072
Dy1 Zn1 Ni1,8.962653470623318
Dy1 Zn1 P1 O1,6.843429365676406
Dy1 Zn1 Pd1,9.317046114672298
Dy1 Zn1 Rh2,10.64784410944794
Dy1 Zn1 Si1,7.15353574142513
Dy1 Zn2,8.08684954981945
Dy1 Zn5,7.877867592672293
Dy1 Zr1,7.775290513498517
Dy1 Zr1 Ru2,10.186715888070312
Dy1 Zr1 Sb1,8.186241875233401
Dy2 Ag1 Au1,11.0686465285175
Dy2 Ag1 Ir1,11.924670002870204
Dy2 Ag1 Os1,12.061201229519469
Dy2 Ag1 Ru1,10.247896014260306
Dy2 Ag1 Sb3,0.3674639260020247
Dy2 Al1 Co2,8.471417320342155
Dy2 Al1 Co3,9.174831309577758
Dy2 Al1 Ni2,8.297046557820256
Dy2 Al1 Zn1,7.47585020811152
Dy2 Al3 Co1,6.831474509850874
Dy2 Al3 Cu1,6.6665339413298
Dy2 Al3 Fe1,6.730977961792431
Dy2 Al3 Si2,5.712268617112708
Dy2 B4 C1,7.773073779002152
Dy2 Bi1 O2,9.1615024364793
Dy2 Br2 O1,3.758811174280402
Dy2 C1,8.13477458167118
Dy2 C1 N2 O2,6.647029856496243
Dy2 Cd1 In1,8.678367008029557
Dy2 Cl2 O1,3.1108700225605377
Dy2 Co1 Ge4,8.265832051249477
Dy2 Co1 Ge6,7.815147210627638
Dy2 Cr1 Ge4,7.758863847152615
Dy2 Cr2 C3,8.179075828421938
Dy2 Cu1 Ag3,9.471430122680776
Dy2 Cu1 Ge6,7.742954567468527
Dy2 Cu1 Ir1,11.886988645964756
Dy2 Cu1 O4,8.526595218833606
Dy2 Cu1 Os1,11.894337445588102
Dy2 Cu1 Pt1,11.505616982940465
Dy2 Cu1 Rh1,9.93068686477759
Dy2 Cu1 Ru1,10.035634570613258
Dy2 Cu1 Sb3,0.22125311365862
Dy2 Cu1 Se2 O1,5.3173394758886845
Dy2 Fe1 Co3,9.841822599311428
Dy2 Fe1 Ge4,8.227882583330576
Dy2 Fe1 Si4,6.363224671711064
Dy2 Fe2 Si2 C1,7.804425282958979
Dy2 Fe3 Ni1,9.540523147056192
Dy2 Ga1 Ag1,8.779735929444145
Dy2 Ga1 Co2,9.181145851540904
Dy2 Ga1 Cu3,8.848807170031801
Dy2 Ga1 Ni2,9.069735021029292
Dy2 Ga3 Co1,8.499791747127654
Dy2 Ga3 Cu1,8.341733783150744
Dy2 Ga3 Ni1,8.218758917264852
Dy2 Ge2 O5,7.135229893711421
Dy2 Ge3,7.607174848508471
Dy2 Ge6 Pd1,7.862155455791901
Dy2 Ge6 Pt1,8.618591933273523
Dy2 In1,8.5915977656626
Dy2 In1 Ag1,8.845517102544786
Dy2 In1 Hg1,10.075830553083865
Dy2 In1 Ni2,9.049100378675767
Dy2 In3 Cu1,7.203397655153178
Dy2 In3 Sn3,8.32913176802436
Dy2 Ir1 Au1,13.674417563744376
Dy2 Ir1 Pd1,12.465335195491187
Dy2 Ir1 Rh1,12.734209696516618
Dy2 Ir1 Ru1,12.897131161851233
Dy2 Mg1,6.73231709139278
Dy2 Mg1 Al1,6.285427912683917
Dy2 Mg1 Cd1,7.160094021032264
Dy2 Mg1 Ga1,7.131351599369136
Dy2 Mg1 In1,7.262362177720873
Dy2 Mg1 Tl1,8.532709468152788
Dy2 Mn1 Ge4,7.98928790355786
Dy2 Mo2 C3,8.788491689889007
Dy2 Ni1 Ir1,12.039361945768077
Dy2 Ni1 Ru1,10.29212759027018
Dy2 Ni1 Sb4,8.307589620257511
Dy2 Ni1 Sn6,8.282211718670494
Dy2 Ni2 Sn1,9.235925271430029
Dy2 O3,7.768592743769653
Dy2 Os1 Pd1,12.543509867430306
Dy2 Pd1 Pt1,11.736262609490655
Dy2 Pd1 Rh1,10.59599545577002
Dy2 Pd1 Ru1,10.694589186926835
Dy2 Re2 Si2 C1,10.5537347196018
Dy2 Ru1 Rh1,11.114230936595202
Dy2 S1 O2,7.770617049828794
Dy2 S2 F1,4.931617751595962
Dy2 Sb1 O2,8.014496962502937
Dy2 Se1 O2,8.083237973811574
Dy2 Si3,6.369299940553131
Dy2 Si3 Ir3,10.359734324002527
Dy2 Si3 Ni1,6.991535876784491
Dy2 Si3 Pt3,10.22587286722036
Dy2 Te1 O2,8.302077872127715
Dy2 Te1 S2,5.619496870236206
Dy2 Te3,0.3548540783064574
Dy2 Ti1 Si2,5.958492671546312
Dy2 Tl1,10.286669727727462
Dy2 Tl1 Ag1,10.222398860872511
Dy2 Tl1 Cd1,9.943819623819898
Dy2 Tl1 Hg1,11.366218526638436
Dy2 Tl1 In1,9.86444488588597
Dy2 Tl1 Zn1,9.815712335534476
Dy2 Y2 O5,6.460307399083565
Dy2 Zn1 Ag1,8.796180122537095
Dy2 Zn1 Cu1 Si2,7.337658728597319
Dy2 Zn1 Ga1,8.392466452260948
Dy2 Zn1 Hg1,10.004686368368471
Dy2 Zn1 In1,8.434320294303227
Dy2 Zn1 Ir1,11.426379679688583
Dy2 Zn1 Os1,11.503245653996432
Dy2 Zn1 Pt1,11.071470445096994
Dy2 Zn1 Rh1,9.617794772284505
Dy2 Zn1 Ru1,9.706544635883056
Dy3 Al1,7.944072731182068
Dy3 Al1 C1,7.493835486509442
Dy3 Al1 N1,8.066161772728227
Dy3 As1,8.99986851040251
Dy3 Bi1,10.04058995833968
Dy3 Co2 Ge4,8.789292393033351
Dy3 Er1,8.73905158286287
Dy3 Ga1,8.795545704377188
Dy3 Ga1 C1,6.346364780491208
Dy3 Hg1,10.298032180394992
Dy3 Ho1,8.6785128613323
Dy3 In1,8.806860566183117
Dy3 In1 C1,8.548345374463226
Dy3 In1 N1,9.145674474765787
Dy3 In4 Co2,8.715191134291326
Dy3 Lu1,8.706503887240535
Dy3 Mg1,7.176239836127977
Dy3 Mn3 Ga2 Si1,7.792411828096935
Dy3 Pb1 C1,9.8803852833942
Dy3 Si3 Ni1,7.310155350564015
Dy3 Sn1 C1,8.777179145934511
Dy3 Tl1 C1,6.608646309530647
Dy3 Tm1,8.812500730615888
Dy3 V1,8.219642499774466
Dy3 Y1,7.405077730794721
Dy3 Zr1,8.309008131144411
Dy4 Mg3 Co2,6.621466658476223
Dy5 Mg1,7.583889773119726
Dy6 Co1 Te2,9.10881712850313
Dy6 Fe1 Bi2,9.544108869213884
Dy6 Fe1 Sb2,8.715163913800675
Dy6 Fe1 Te2,8.94316804638744
Dy6 Mn1 Bi2,9.37110663844572
Er1,8.929311557089699
Er1 Ag1,9.690159538851722
Er1 Ag1 Ge1,9.095484650608157
Er1 Ag1 Hg2,12.67855448938229
Er1 Ag1 Pb1,10.215769397457974
Er1 Ag1 S2,6.408092136224047
Er1 Ag1 Se2,7.338905555832217
Er1 Ag1 Sn1,8.769800536859728
Er1 Ag1 Sn2,9.003663526885283
Er1 Ag1 Te2,6.918014170676706
Er1 Ag2,9.940859536814576
Er1 Ag3,9.86141526082444
Er1 Al1 Ag2,8.637454867864566
Er1 Al1 Cu1,7.619519763001011
Er1 Al1 Cu4,8.06917994357294
Er1 Al1 Ga1,7.272384177224135
Er1 Al1 Ge1,7.358218833741701
Er1 Al1 Ni1,7.863279591442727
Er1 Al1 Ni4,8.437483376179575
Er1 Al1 O3,7.9705295534887615
Er1 Al1 Pd1,8.446442958100103
Er1 Al1 Si1,6.136198963518418
Er1 Al1 Zn1,7.088132367491748
Er1 Al2,6.140750389421084
Er1 Al2 Ge2,5.857379158667042
Er1 Al2 Ni1,6.656078414848135
Er1 Al2 Si2,4.63923160888077
Er1 Al3,5.319099695717541
Er1 Al4 Ge2 Au1,6.404755141112664
Er1 Al4 Mo2,6.416709114752262
Er1 As1,8.353027543279346
Er1 As3,7.682173881605683
Er1 Au1,12.863838207649849
Er1 Au2,14.867355533192338
Er1 Au3,15.825532407539264
Er1 Au4,16.4021936132265
Er1 B1 Pd2 Rh1,10.569275234693668
Er1 B1 Pd3,10.352814333897127
Er1 B1 Pt1 Rh2,12.764312659333942
Er1 B1 Rh3,10.960381729867471
Er1 B2,8.881021436299187
Er1 B2 Ir3,15.680319799379513
Er1 B2 Rh2 C1,9.10077687488177
Er1 B2 Rh3,10.382141715294225
Er1 B2 Ru3,10.303795313932886
Er1 B6,5.648325195120072
Er1 Be1 O3,8.30104923039167
Er1 Bi1,10.039212233795396
Er1 Bi1 Pd1,9.928622726738135
Er1 Bi1 Pt1,12.542342782057515
Er1 Bi1 Rh1,11.841273299031348
Er1 Bi2 Br1 O4,8.576980871338387
Er1 Bi2 Cl1 O4,8.391655971734282
Er1 Bi2 I1 O4,8.578807971338948
Er1 Bi3,10.894554789059775
Er1 Br1 O1,6.937933595290674
Er1 C2,7.859876225304301
Er1 Cd1,9.021725863029197
Er1 Cd1 Ag2,9.691628338041133
Er1 Cd1 Au1,11.657026099010896
Er1 Cd1 Au2,13.291768716181442
Er1 Cd1 Cu4,9.556813336211563
Er1 Cd1 Ga1,8.749828786639988
Er1 Cd1 Hg2,12.199460763549617
Er1 Cd1 In1,8.694323474619496
Er1 Cd1 Ni4,9.942647584976184
Er1 Cd1 Pd2,10.60862446243572
Er1 Cd1 Pt2,14.41585822539294
Er1 Cd1 Rh2,11.11694091556569
Er1 Cd2,7.368310083300613
Er1 Cd2 Cu1,8.928414310859768
Er1 Cd3,8.842371538512788
Er1 Cl1 O1,5.06613573703029
Er1 Cl2,4.916748158532672
Er1 Cl3,3.1150226190736485
Er1 Co1 C1,8.871645207676849
Er1 Co1 C2,8.8034261645532
Er1 Co1 Ge2,8.776587066914587
Er1 Co1 Ni1,10.667596800746294
Er1 Co1 Ru1,11.12274682286463
Er1 Co1 Si2,7.287231094462076
Er1 Co1 Sn2,8.702554375123158
Er1 Co2,10.480061437991685
Er1 Co2 B2,8.820768084548542
Er1 Co2 Ge2,9.102768073319874
Er1 Co2 Si2,7.82392601823777
Er1 Co3 B2,9.378277254400826
Er1 Co3 Ge2,9.258401634896469
Er1 Co3 Ni2,9.4844988159323
Er1 Co5,9.362230695362024
Er1 Cr2 Si2,6.938416205481841
Er1 Cr2 Si2 C1,6.90346799673867
Er1 Cu1,9.463506464571548
Er1 Cu1 As2,8.519950890160603
Er1 Cu1 Ge1,8.63889313162357
Er1 Cu1 Ni1,10.084931112589874
Er1 Cu1 O3,8.669239076915824
Er1 Cu1 Pb1,10.861045783261872
Er1 Cu1 Sb2,8.744057050043276
Er1 Cu1 Se2,7.0630319695680805
Er1 Cu1 Si1,7.905653123433039
Er1 Cu1 Sn1,9.036996456724244
Er1 Cu1 Te2,7.1635258621664
Er1 Cu2,9.341567897846252
Er1 Cu2 Ge2,8.700331838870557
Er1 Cu2 Si2,7.4900387534872
Er1 Cu4 Ag1,9.778447569200472
Er1 Cu4 Au1,11.515626218203364
Er1 Cu4 Pd1,10.07186427641301
Er1 Cu5,9.420409228558803
Er1 Fe1 C2,8.601206809005967
Er1 Fe1 Co1,10.495571952255464
Er1 Fe1 Cu1,9.935398387597507
Er1 Fe1 Ge2,8.504667820494847
Er1 Fe1 Ni1,10.129321828869196
Er1 Fe1 Ni4,9.389707505404765
Er1 Fe1 Ru1,10.625522097831976
Er1 Fe2,9.858407721413233
Er1 Fe2 B2,8.298256699419232
Er1 Fe2 Ge2,8.830491184163773
Er1 Fe2 O4,6.398534675301
Er1 Fe2 Si2,7.543533616709428
Er1 Ga1,8.420288616587085
Er1 Ga1 Ag1,9.136157888439657
Er1 Ga1 Au1,11.585346851735231
Er1 Ga1 Ni1,9.241858328030991
Er1 Ga1 O3,8.500686171255348
Er1 Ga1 Rh2,11.045364963593157
Er1 Ga2,8.20655042738465
Er1 Ga2 Cu3,8.8199679669575
Er1 Ga2 Ni1,8.889215340120904
Er1 Ga2 Pd1,9.254894063328251
Er1 Ga3,8.113669638788089
Er1 Ga5 Co1,7.88210067990146
Er1 Ge1,8.957713258593838
Er1 Ge1 Au1,11.374824760668822
Er1 Ge1 Pd1,9.751218306145416
Er1 Ge2 Rh2,9.737646155769788
Er1 Ge2 Ru2,9.583197122370844
Er1 Ge3,7.787604342820647
Er1 H1,9.265121487212706
Er1 H1 Cl1,6.090895904235575
Er1 H1 O2,7.620241750404506
Er1 H1 Se1,8.42752596617046
Er1 H2,8.221693081774847
Er1 H3,8.564200172009073
Er1 Hf1 Ir2,16.31723705095164
Er1 Hf1 Ru2,12.62631702763478
Er1 Hg1,12.082116992577475
Er1 Hg2,13.06418716592524
Er1 Hg3,13.374970701314956
Er1 I3,4.356166676149645
Er1 In1,9.005548426590542
Er1 In1 Ag2,9.74129665877623
Er1 In1 Au1,11.569694928157098
Er1 In1 Au2,13.237056880155071
Er1 In1 Co4,9.908776763947376
Er1 In1 Cu1,9.191402275267569
Er1 In1 Cu2,9.473690860720012
Er1 In1 Cu4,9.49926015597269
Er1 In1 Ni1,9.483932305953507
Er1 In1 Ni4,9.933670923273976
Er1 In1 Pd1,9.866293477323664
Er1 In1 Pd2,10.592640912726232
Er1 In1 Pt1,12.188172829486003
Er1 In1 Pt2,14.429001357719892
Er1 In1 Pt4,15.86168831058213
Er1 In1 Rh1,10.05560784458412
Er1 In1 Rh2,11.14857796516592
Er1 In2 Sn1,8.519678496193054
Er1 In3,8.536886343269687
Er1 In5 Co1,8.438952354055985
Er1 In5 Rh1,8.574223677677578
Er1 Ir1,15.213734674425702
Er1 Ir1 O3,10.872891436715898
Er1 Ir2,16.994038290169737
Er1 Lu1 Cu2,9.769995641163
Er1 Lu1 Hg2,12.464057499394269
Er1 Lu1 Mg2,6.150410723197462
Er1 Lu1 Pd2,11.179744995839387
Er1 Lu1 Rh2,11.697281805189506
Er1 Lu1 Ru2,11.95139769662392
Er1 Lu1 Zn2,9.098833384484765
Er1 Lu3,9.631931770125544
Er1 Mg1,5.971564209794977
Er1 Mg1 Ag1,7.077851092466335
Er1 Mg1 Ag2,7.991838989464752
Er1 Mg1 Au1,9.502725651207571
Er1 Mg1 Au2,11.804063042080584
Er1 Mg1 Cd2,7.450457464842123
Er1 Mg1 Ga1,6.4894252997386
Er1 Mg1 Hg2,10.75616119668975
Er1 Mg1 In1,6.721198293827235
Er1 Mg1 Pd1,7.656641158549358
Er1 Mg1 Pd2,8.859127604548744
Er1 Mg1 Rh2,9.431231779925094
Er1 Mg1 Sn1,6.793351541620208
Er1 Mg1 Tl1,8.631142465503038
Er1 Mg1 Tl2,9.646698635143007
Er1 Mg1 Zn2,6.833100160785269
Er1 Mg2,4.688305871829525
Er1 Mg2 Sc1,4.334128830270045
Er1 Mg3,4.031618958748739
Er1 Mg5,3.250182682489691
Er1 Mn1 Al1,7.312593677790408
Er1 Mn1 Fe1,9.80821478679914
Er1 Mn1 Fe1 O4,6.405019259315531
Er1 Mn1 Ni4,9.270399419313572
Er1 Mn1 Si2,6.768066958936662
Er1 Mn2,9.95042536468385
Er1 Mn2 Ge2,8.426877255402044
Er1 Mn2 Si2,7.16704930326682
Er1 N1,10.565828659178292
Er1 Nb1 Os2,15.11136409029636
Er1 Nb1 Ru2,11.012180929771612
Er1 Ni1,9.731601523805384
Er1 Ni1 As1,9.209157444731948
Er1 Ni1 B1 C1,8.684857313649756
Er1 Ni1 Bi1,10.765633278083822
Er1 Ni1 C2,8.712096888528203
Er1 Ni1 Ge1,9.286283686099052
Er1 Ni1 Ge2,8.661527084465533
Er1 Ni1 Sb1,9.19179452407992
Er1 Ni2,10.503431779601549
Er1 Ni2 B2 C1,8.212015229638553
Er1 Ni2 Ge2,8.918250157087286
Er1 Ni2 P2,8.293440615324224
Er1 Ni4 Au1,11.875732420949737
Er1 Ni5,9.54468789762534
Er1 O1,9.397852426117332
Er1 O1 F1,8.531672819330462
Er1 O2,7.56920631880858
Er1 O3,5.896363928159246
Er1 Os3,18.41543789119558
Er1 P1,7.443820179041452
Er1 P2 Pd2,8.86759777058669
Er1 P2 Ru2,9.179384133311308
Er1 Pb1 Au1,11.984027317354572
Er1 Pb3,11.276596864062656
Er1 Pd1,10.773926551133572
Er1 Pd1 Pb1,11.690111053907817
Er1 Pd2,9.716522283862972
Er1 Pd2 Pb1,12.057417996117543
Er1 Pd3,11.638337863312236
Er1 Pt1,13.817314503716585
Er1 Pt2,16.43274718136139
Er1 Pt3,18.091617814840088
Er1 Pt5,17.176618978623267
Er1 Rh1,11.415583347832111
Er1 Rh2,11.609985861724452
Er1 Rh2 Pb1,12.691560126388127
Er1 Rh3 C1,11.174847351710104
Er1 Rh5,11.031628076658382
Er1 Ru3,11.916121497908476
Er1 Ru3 C1,11.205752197951089
Er1 S1,8.11447281026874
Er1 S1 Br1,0.1872149286383203
Er1 S1 Cl1,4.5516322469971895
Er1 S1 F1,7.567748546509223
Er1 S1 I1,6.0702060070264885
Er1 S2,6.544663111490194
Er1 Sb1,8.217337072719422
Er1 Sb1 Pd1,9.27544509149782
Er1 Sb1 Pt1,11.279319424942676
Er1 Sb1 Rh2,11.238834596553913
Er1 Sb2,8.048423470652716
Er1 Sb3,8.156949561596761
Er1 Sc1 Ru2,9.63772814507066
Er1 Sc1 Zn2,6.916258352389184
Er1 Se1,8.789944340091424
Er1 Se1 Br1,0.1861549700466786
Er1 Se1 I1,5.348995471922434
Er1 Se2,7.077738522333365
Er1 Si1,7.70205463425059
Er1 Si1 Ag1,8.349328056444094
Er1 Si1 Ni3,8.545931561956653
Er1 Si1 Pd1,8.916708826047207
Er1 Si2,6.508709057644425
Er1 Si2 Au2,11.03814071042132
Er1 Si2 Ir2,12.23860269442674
Er1 Si2 Ni1,7.283246051516997
Er1 Si2 Ni2,7.614693755606424
Er1 Si2 Os2,11.9829784791483
Er1 Si2 Pd2,8.502009607054186
Er1 Si2 Pt2,11.460933315735028
Er1 Si2 Rh2,8.706953106756123
Er1 Si2 Rh3,9.124799212632128
Er1 Si2 Ru2,8.523662721638418
Er1 Sn1 Au1,10.64624031100177
Er1 Sn1 Ge1,8.485885599205353
Er1 Sn1 Ir1,12.544651168757529
Er1 Sn1 Pd1,10.043519651195307
Er1 Sn1 Pd2,10.71067227167776
Er1 Sn1 Pt1,12.313827202847545
Er1 Sn1 Pt2,13.821449591371906
Er1 Sn1 Rh1,10.300928321774377
Er1 Sn1 Rh2,11.205055105937044
Er1 Sn1 Ru2,11.356167124245578
Er1 Sn2,8.615216304819274
Er1 Sn3,8.02835082611612
Er1 Ta1 O3,10.105336456427128
Er1 Ta1 Os2,17.282387504917285
Er1 Ta1 Ru2,13.175674275599038
Er1 Ta3,14.616303424257516
Er1 Tc2 W1,13.363005883879666
Er1 Te1,7.001881863814181
Er1 Te2,8.098804635684383
Er1 Te3,7.027609920391148
Er1 Ti1 Ge1,7.692949754792302
Er1 Ti1 Si1,6.668027649343268
Er1 Ti2 Ga4,7.254848357886452
Er1 Tl1,11.469997326382572
Er1 Tl1 Cu1,10.054836200881482
Er1 Tl1 O2,9.90356798657477
Er1 Tl1 O3,8.146911804794327
Er1 Tl1 Pd1,11.890886400911311
Er1 Tl1 Rh2,12.90398839469608
Er1 Tl1 S2,6.935829942653718
Er1 Tl1 Se2,7.518528156277015
Er1 Tl1 Te2,7.440629391241758
Er1 Tl1 Zn1,10.556655199796948
Er1 Tl3,11.975728383771012
Er1 Tm1 Ag2,9.798148133697405
Er1 Tm1 Cd2,9.102889274324852
Er1 Tm1 Cu2,9.72265325891224
Er1 Tm1 Hg2,12.168621115154895
Er1 Tm1 In2,8.966293731922876
Er1 Tm1 Mg2,6.01858709428524
Er1 Tm1 Pd2,10.92254596869901
Er1 Tm1 Ru2,11.71074843973883
Er1 Tm1 Tl2,11.589839477721284
Er1 Tm1 Zn2,8.749646377085277
Er1 Tm3,9.21112711770532
Er1 V2 Ga4,7.980420234492926
Er1 Zn1,8.697436645816829
Er1 Zn1 As1 O1,7.81835195211237
Er1 Zn1 Cu1 P2,6.723723031884604
Er1 Zn1 Ga1,8.435227388104218
Er1 Zn1 In1,8.577884598691039
Er1 Zn1 Ni1,9.218354304444574
