id,energy_above_hull,crystal_system,point_group
mp-800,0.0,Cubic,-43m
mp-8014,0.0,Trigonal,-3m
mp-8018,0.0,Tetragonal,-42m
mp-8016,0.0,Trigonal,-3m
mp-8017,0.0,Tetragonal,-42m
mp-803,0.0,Trigonal,-3m
mp-8044,0.0,Cubic,m-3m
mp-804,0.0,Cubic,m-3m
mp-8046,0.030910956,Tetragonal,4/m
mp-8093,0.0,Tetragonal,4/mmm
mp-8094,0.0,Hexagonal,6/mmm
mp-8013,0.0,Tetragonal,4/mmm
mp-8041,0.0,Trigonal,-3
mp-8015,0.0,Cubic,-43m
mp-810,0.0,Trigonal,-3m
mp-81,0.0,Hexagonal,6/mmm
mp-811,0.0,Hexagonal,6/mmm
mp-8119,0.0,Cubic,m-3m
mp-8120,0.0,Hexagonal,6/mmm
mp-8121,0.0,Hexagonal,6/mmm
mp-8122,0.0,Hexagonal,6/mmm
mp-8125,0.0,Hexagonal,6/mmm
mp-8128,0.0,Hexagonal,6/mmm
mp-8123,0.0,Hexagonal,6/mmm
mp-8124,0.010368333,Cubic,m-3m
mp-813,0.0,Hexagonal,6/mmm
mp-8126,0.0,Tetragonal,4/mmm
mp-814,0.0,Cubic,m-3m
mp-8159,0.001011699,Trigonal,-3m
mp-8152,0.0,Trigonal,-3m
mp-8150,0.0,Cubic,m-3m
mp-8181,0.0,Trigonal,-3m
mp-815,0.0,Tetragonal,4/mmm
